time,15ckpitae_s37_0001m.unqcd,15ckpitae_s37_0001m.unqcd.localtime,15ckpitae_s37_0025m.unqcd
2015-07-14 12:00:00,31.109,31.162,32.164
2015-07-14 13:00:00,31.125,31.16,32.189
2015-07-14 14:00:00,31.155,31.156,32.228
2015-07-14 15:00:00,31.17,31.146,32.323
2015-07-14 16:00:00,31.16,31.138,32.298
2015-07-14 17:00:00,31.159,31.135,32.145
2015-07-14 18:00:00,31.161,31.129,32.289
2015-07-14 19:00:00,31.162,31.118,32.321
2015-07-14 20:00:00,31.16,31.115,32.294
2015-07-14 21:00:00,31.156,31.119,32.316
2015-07-14 22:00:00,31.146,31.126,32.318
2015-07-14 23:00:00,31.138,31.139,32.321
2015-07-15 00:00:00,31.135,31.148,32.345
2015-07-15 01:00:00,31.129,31.007,32.336
2015-07-15 02:00:00,31.118,30.985,32.067
2015-07-15 03:00:00,31.115,30.972,32.164
2015-07-15 04:00:00,31.119,30.984,32.242
2015-07-15 05:00:00,31.126,30.992,32.289
2015-07-15 06:00:00,31.139,30.997,32.265
2015-07-15 07:00:00,31.148,30.99,32.233
2015-07-15 08:00:00,31.007,30.966,32.257
2015-07-15 09:00:00,30.985,30.968,32.133
2015-07-15 10:00:00,30.972,30.989,32.06
2015-07-15 11:00:00,30.984,31.057,32.304
2015-07-15 12:00:00,30.992,31.058,32.303
2015-07-15 13:00:00,30.997,31.051,32.204
2015-07-15 14:00:00,30.99,31.004,32.257
2015-07-15 15:00:00,30.966,30.998,32.193
2015-07-15 16:00:00,30.968,31.008,32.169
2015-07-15 17:00:00,30.989,31.017,32.33
2015-07-15 18:00:00,31.057,31.021,32.305
2015-07-15 19:00:00,31.058,31.053,32.312
2015-07-15 20:00:00,31.051,31.071,32.258
2015-07-15 21:00:00,31.004,31.09,32.138
2015-07-15 22:00:00,30.998,31.118,31.886
2015-07-15 23:00:00,31.008,31.143,31.842
2015-07-16 00:00:00,31.017,31.167,32.082
2015-07-16 01:00:00,31.021,31.178,32.194
2015-07-16 02:00:00,31.053,31.19,32.313
2015-07-16 03:00:00,31.071,31.19,32.266
2015-07-16 04:00:00,31.09,31.198,32.208
2015-07-16 05:00:00,31.118,31.206,32.269
2015-07-16 06:00:00,31.143,31.204,32.291
2015-07-16 07:00:00,31.167,31.19,32.3
2015-07-16 08:00:00,31.178,31.159,32.307
2015-07-16 09:00:00,31.19,31.156,32.163
2015-07-16 10:00:00,31.19,31.151,32.327
2015-07-16 11:00:00,31.198,31.173,32.347
2015-07-16 12:00:00,31.206,31.205,32.351
2015-07-16 13:00:00,31.204,31.231,32.353
2015-07-16 14:00:00,31.19,31.238,32.341
2015-07-16 15:00:00,31.159,31.229,32.311
2015-07-16 16:00:00,31.156,31.217,32.34
2015-07-16 17:00:00,31.151,31.214,32.344
2015-07-16 18:00:00,31.173,31.206,32.339
2015-07-16 19:00:00,31.205,31.194,32.349
2015-07-16 20:00:00,31.231,31.2,32.331
2015-07-16 21:00:00,31.238,31.204,32.332
2015-07-16 22:00:00,31.229,31.212,32.336
2015-07-16 23:00:00,31.217,31.2,32.341
2015-07-17 00:00:00,31.214,31.151,32.336
2015-07-17 01:00:00,31.206,31.164,32.328
2015-07-17 02:00:00,31.194,31.19,32.323
2015-07-17 03:00:00,31.2,31.194,32.344
2015-07-17 04:00:00,31.204,31.192,32.328
2015-07-17 05:00:00,31.212,31.188,32.336
2015-07-17 06:00:00,31.2,31.186,32.34
2015-07-17 07:00:00,31.151,31.164,32.343
2015-07-17 08:00:00,31.164,31.044,32.365
2015-07-17 09:00:00,31.19,31.034,32.31
2015-07-17 10:00:00,31.194,31.01,32.322
2015-07-17 11:00:00,31.192,31.018,32.341
2015-07-17 12:00:00,31.188,31.04,32.345
2015-07-17 13:00:00,31.186,31.056,32.339
2015-07-17 14:00:00,31.164,31.066,32.324
2015-07-17 15:00:00,31.044,31.068,32.331
2015-07-17 16:00:00,31.034,31.067,32.326
2015-07-17 17:00:00,31.01,31.067,32.336
2015-07-17 18:00:00,31.018,31.07,32.328
2015-07-17 19:00:00,31.04,31.071,32.306
2015-07-17 20:00:00,31.056,31.067,32.306
2015-07-17 21:00:00,31.066,31.065,32.304
2015-07-17 22:00:00,31.068,31.079,32.296
2015-07-17 23:00:00,31.067,31.09,32.298
2015-07-18 00:00:00,31.067,31.086,32.294
2015-07-18 01:00:00,31.07,31.077,32.296
2015-07-18 02:00:00,31.071,31.112,32.292
2015-07-18 03:00:00,31.067,31.058,32.292
2015-07-18 04:00:00,31.065,31.078,32.292
2015-07-18 05:00:00,31.079,31.051,32.297
2015-07-18 06:00:00,31.09,31.079,32.296
2015-07-18 07:00:00,31.086,31.102,32.302
2015-07-18 08:00:00,31.077,31.102,32.296
2015-07-18 09:00:00,31.112,31.099,32.288
2015-07-18 10:00:00,31.058,31.094,32.308
2015-07-18 11:00:00,31.078,31.059,32.296
2015-07-18 12:00:00,31.051,31.095,32.302
2015-07-18 13:00:00,31.079,31.081,32.303
2015-07-18 14:00:00,31.102,31.057,32.306
2015-07-18 15:00:00,31.102,31.037,32.302
2015-07-18 16:00:00,31.099,31.024,32.301
2015-07-18 17:00:00,31.094,31.02,32.297
2015-07-18 18:00:00,31.059,31.015,32.257
2015-07-18 19:00:00,31.095,31.01,32.279
2015-07-18 20:00:00,31.081,31.014,32.206
2015-07-18 21:00:00,31.057,31.029,32.214
2015-07-18 22:00:00,31.037,31.055,32.198
2015-07-18 23:00:00,31.024,31.08,32.144
2015-07-19 00:00:00,31.02,31.107,32.25
2015-07-19 01:00:00,31.015,31.11,32.16
2015-07-19 02:00:00,31.01,31.112,32.091
2015-07-19 03:00:00,31.014,31.042,32.092
2015-07-19 04:00:00,31.029,30.995,32.127
2015-07-19 05:00:00,31.055,30.996,32.244
2015-07-19 06:00:00,31.08,31.031,32.199
2015-07-19 07:00:00,31.107,31.036,32.225
2015-07-19 08:00:00,31.11,31.031,32.174
2015-07-19 09:00:00,31.112,31.004,32.18
2015-07-19 10:00:00,31.042,30.984,32.187
2015-07-19 11:00:00,30.995,30.986,32.184
2015-07-19 12:00:00,30.996,31.016,32.22
2015-07-19 13:00:00,31.031,30.997,32.18
2015-07-19 14:00:00,31.036,31.006,32.155
2015-07-19 15:00:00,31.031,31.011,32.202
2015-07-19 16:00:00,31.004,30.996,32.268
2015-07-19 17:00:00,30.984,30.998,32.302
2015-07-19 18:00:00,30.986,31.013,32.205
2015-07-19 19:00:00,31.016,31.0,32.256
2015-07-19 20:00:00,30.997,31.015,32.324
2015-07-19 21:00:00,31.006,30.997,32.345
2015-07-19 22:00:00,31.011,31.007,32.332
2015-07-19 23:00:00,30.996,31.027,32.351
2015-07-20 00:00:00,30.998,31.053,32.191
2015-07-20 01:00:00,31.013,31.126,32.232
2015-07-20 02:00:00,31.0,31.132,32.194
2015-07-20 03:00:00,31.015,31.15,32.174
2015-07-20 04:00:00,30.997,31.146,32.207
2015-07-20 05:00:00,31.007,31.232,32.065
2015-07-20 06:00:00,31.027,31.264,32.075
2015-07-20 07:00:00,31.053,31.262,31.983
2015-07-20 08:00:00,31.126,31.296,32.096
2015-07-20 09:00:00,31.132,31.31,32.064
2015-07-20 10:00:00,31.15,31.31,32.144
2015-07-20 11:00:00,31.146,31.314,32.053
2015-07-20 12:00:00,31.232,31.313,32.144
2015-07-20 13:00:00,31.264,31.304,32.233
2015-07-20 14:00:00,31.262,31.296,32.228
2015-07-20 15:00:00,31.296,31.272,32.288
2015-07-20 16:00:00,31.31,31.264,32.266
2015-07-20 17:00:00,31.31,31.265,32.252
2015-07-20 18:00:00,31.314,31.267,32.264
2015-07-20 19:00:00,31.313,31.266,32.241
2015-07-20 20:00:00,31.304,31.262,32.14
2015-07-20 21:00:00,31.296,31.276,32.157
2015-07-20 22:00:00,31.272,31.288,32.13
2015-07-20 23:00:00,31.264,31.296,32.178
2015-07-21 00:00:00,31.265,31.311,32.146
2015-07-21 01:00:00,31.267,31.286,32.16
2015-07-21 02:00:00,31.266,31.284,32.174
2015-07-21 03:00:00,31.262,31.287,32.185
2015-07-21 04:00:00,31.276,31.292,32.214
2015-07-21 05:00:00,31.288,31.296,32.204
2015-07-21 06:00:00,31.296,31.288,32.219
2015-07-21 07:00:00,31.311,31.281,32.217
2015-07-21 08:00:00,31.286,31.274,32.251
2015-07-21 09:00:00,31.284,31.27,32.228
2015-07-21 10:00:00,31.287,31.272,32.244
2015-07-21 11:00:00,31.292,31.276,32.28
2015-07-21 12:00:00,31.296,31.265,32.351
2015-07-21 13:00:00,31.288,31.266,32.333
2015-07-21 14:00:00,31.281,31.238,32.338
2015-07-21 15:00:00,31.274,31.216,32.308
2015-07-21 16:00:00,31.27,31.209,32.27
2015-07-21 17:00:00,31.272,31.255,32.302
2015-07-21 18:00:00,31.276,31.209,32.35
2015-07-21 19:00:00,31.265,31.178,32.312
2015-07-21 20:00:00,31.266,31.18,32.346
2015-07-21 21:00:00,31.238,31.216,32.35
2015-07-21 22:00:00,31.216,31.241,32.352
2015-07-21 23:00:00,31.209,31.273,32.351
2015-07-22 00:00:00,31.255,31.288,32.352
2015-07-22 01:00:00,31.209,31.284,32.35
2015-07-22 02:00:00,31.178,31.294,32.35
2015-07-22 03:00:00,31.18,31.31,32.351
2015-07-22 04:00:00,31.216,31.318,32.35
2015-07-22 05:00:00,31.241,31.309,32.348
2015-07-22 06:00:00,31.273,31.284,32.343
2015-07-22 07:00:00,31.288,31.226,32.352
2015-07-22 08:00:00,31.284,31.217,32.354
2015-07-22 09:00:00,31.294,31.207,32.353
2015-07-22 10:00:00,31.31,31.204,32.353
2015-07-22 11:00:00,31.318,31.198,32.357
2015-07-22 12:00:00,31.309,31.191,32.36
2015-07-22 13:00:00,31.284,31.18,32.357
2015-07-22 14:00:00,31.226,31.154,32.353
2015-07-22 15:00:00,31.217,31.139,32.352
2015-07-22 16:00:00,31.207,31.097,32.352
2015-07-22 17:00:00,31.204,31.088,32.352
2015-07-22 18:00:00,31.198,31.09,32.354
2015-07-22 19:00:00,31.191,31.095,32.358
2015-07-22 20:00:00,31.18,31.109,32.368
2015-07-22 21:00:00,31.154,31.119,32.374
2015-07-22 22:00:00,31.139,31.126,32.351
2015-07-22 23:00:00,31.097,31.132,32.355
2015-07-23 00:00:00,31.088,31.141,32.345
2015-07-23 01:00:00,31.09,31.141,32.362
2015-07-23 02:00:00,31.095,31.16,32.36
2015-07-23 03:00:00,31.109,31.197,32.372
2015-07-23 04:00:00,31.119,31.248,32.377
2015-07-23 05:00:00,31.126,31.28,32.376
2015-07-23 06:00:00,31.132,31.299,32.381
2015-07-23 07:00:00,31.141,31.324,32.386
2015-07-23 08:00:00,31.141,31.335,32.375
2015-07-23 09:00:00,31.16,31.349,32.377
2015-07-23 10:00:00,31.197,31.353,32.372
2015-07-23 11:00:00,31.248,31.349,32.318
2015-07-23 12:00:00,31.28,31.352,32.289
2015-07-23 13:00:00,31.299,31.381,32.249
2015-07-23 14:00:00,31.324,31.382,32.324
2015-07-23 15:00:00,31.335,31.343,32.369
2015-07-23 16:00:00,31.349,31.335,32.357
2015-07-23 17:00:00,31.353,31.346,32.386
2015-07-23 18:00:00,31.349,31.352,32.354
2015-07-23 19:00:00,31.352,31.355,32.357
2015-07-23 20:00:00,31.381,31.356,32.364
2015-07-23 21:00:00,31.382,31.358,32.354
2015-07-23 22:00:00,31.343,31.363,32.35
2015-07-23 23:00:00,31.335,31.369,32.342
2015-07-24 00:00:00,31.346,31.372,32.343
2015-07-24 01:00:00,31.352,31.373,32.356
2015-07-24 02:00:00,31.355,31.387,32.355
2015-07-24 03:00:00,31.356,31.384,32.359
2015-07-24 04:00:00,31.358,31.366,32.355
2015-07-24 05:00:00,31.363,31.375,32.356
2015-07-24 06:00:00,31.369,31.381,32.354
2015-07-24 07:00:00,31.372,31.359,32.37
2015-07-24 08:00:00,31.373,31.346,32.352
2015-07-24 09:00:00,31.387,31.334,32.366
2015-07-24 10:00:00,31.384,31.329,32.379
2015-07-24 11:00:00,31.366,31.32,32.379
2015-07-24 12:00:00,31.375,31.3,32.375
2015-07-24 13:00:00,31.381,31.296,32.369
2015-07-24 14:00:00,31.359,31.274,32.372
2015-07-24 15:00:00,31.346,31.103,32.362
2015-07-24 16:00:00,31.334,30.959,32.358
2015-07-24 17:00:00,31.329,30.961,32.369
2015-07-24 18:00:00,31.32,31.011,32.365
2015-07-24 19:00:00,31.3,31.054,32.363
2015-07-24 20:00:00,31.296,31.08,32.371
2015-07-24 21:00:00,31.274,31.095,32.346
2015-07-24 22:00:00,31.103,31.108,32.365
2015-07-24 23:00:00,30.959,31.116,32.367
2015-07-25 00:00:00,30.961,31.132,32.372
2015-07-25 01:00:00,31.011,31.176,32.378
2015-07-25 02:00:00,31.054,31.274,32.367
2015-07-25 03:00:00,31.08,31.336,32.371
2015-07-25 04:00:00,31.095,31.396,32.365
2015-07-25 05:00:00,31.108,31.402,32.362
2015-07-25 06:00:00,31.116,31.421,32.353
2015-07-25 07:00:00,31.132,31.445,32.36
2015-07-25 08:00:00,31.176,31.462,32.356
2015-07-25 09:00:00,31.274,31.473,32.343
2015-07-25 10:00:00,31.336,31.431,32.354
2015-07-25 11:00:00,31.396,31.408,32.348
2015-07-25 12:00:00,31.402,31.396,32.351
2015-07-25 13:00:00,31.421,31.381,32.359
2015-07-25 14:00:00,31.445,31.313,32.351
2015-07-25 15:00:00,31.462,31.316,32.348
2015-07-25 16:00:00,31.473,31.334,32.36
2015-07-25 17:00:00,31.431,31.35,32.372
2015-07-25 18:00:00,31.408,31.358,32.34
2015-07-25 19:00:00,31.396,31.357,32.35
2015-07-25 20:00:00,31.381,31.354,32.35
2015-07-25 21:00:00,31.313,31.359,32.36
2015-07-25 22:00:00,31.316,31.354,32.369
2015-07-25 23:00:00,31.334,31.344,32.367
2015-07-26 00:00:00,31.35,31.34,32.37
2015-07-26 01:00:00,31.358,31.341,32.37
2015-07-26 02:00:00,31.357,31.346,32.368
2015-07-26 03:00:00,31.354,31.364,32.372
2015-07-26 04:00:00,31.359,31.372,32.371
2015-07-26 05:00:00,31.354,31.101,32.37
2015-07-26 06:00:00,31.344,31.051,32.37
2015-07-26 07:00:00,31.34,31.005,32.371
2015-07-26 08:00:00,31.341,31.006,32.375
2015-07-26 09:00:00,31.346,31.023,32.373
2015-07-26 10:00:00,31.364,31.025,32.376
2015-07-26 11:00:00,31.372,31.031,32.376
2015-07-26 12:00:00,31.101,31.036,32.375
2015-07-26 13:00:00,31.051,31.039,32.37
2015-07-26 14:00:00,31.005,31.042,32.35
2015-07-26 15:00:00,31.006,31.047,32.365
2015-07-26 16:00:00,31.023,31.053,32.354
2015-07-26 17:00:00,31.025,31.058,32.346
2015-07-26 18:00:00,31.031,31.068,32.343
2015-07-26 19:00:00,31.036,31.083,32.351
2015-07-26 20:00:00,31.039,31.098,32.355
2015-07-26 21:00:00,31.042,31.111,32.338
2015-07-26 22:00:00,31.047,31.118,32.343
2015-07-26 23:00:00,31.053,31.118,32.355
2015-07-27 00:00:00,31.058,31.117,32.337
2015-07-27 01:00:00,31.068,31.122,32.337
2015-07-27 02:00:00,31.083,31.139,32.333
2015-07-27 03:00:00,31.098,31.152,32.325
2015-07-27 04:00:00,31.111,31.161,32.333
2015-07-27 05:00:00,31.118,31.173,32.355
2015-07-27 06:00:00,31.118,31.194,32.348
2015-07-27 07:00:00,31.117,31.204,32.35
2015-07-27 08:00:00,31.122,31.212,32.361
2015-07-27 09:00:00,31.139,31.229,32.351
2015-07-27 10:00:00,31.152,31.24,32.352
2015-07-27 11:00:00,31.161,31.248,32.361
2015-07-27 12:00:00,31.173,31.256,32.351
2015-07-27 13:00:00,31.194,31.262,32.341
2015-07-27 14:00:00,31.204,31.264,32.336
2015-07-27 15:00:00,31.212,31.255,32.327
2015-07-27 16:00:00,31.229,31.266,32.34
2015-07-27 17:00:00,31.24,31.289,32.352
2015-07-27 18:00:00,31.248,31.31,32.343
2015-07-27 19:00:00,31.256,31.319,32.362
2015-07-27 20:00:00,31.262,31.325,32.335
2015-07-27 21:00:00,31.264,31.321,32.337
2015-07-27 22:00:00,31.255,31.32,32.347
2015-07-27 23:00:00,31.266,31.318,32.342
2015-07-28 00:00:00,31.289,31.313,32.34
2015-07-28 01:00:00,31.31,31.306,32.316
2015-07-28 02:00:00,31.319,31.301,32.323
2015-07-28 03:00:00,31.325,31.302,32.326
2015-07-28 04:00:00,31.321,31.298,32.334
2015-07-28 05:00:00,31.32,31.316,32.341
2015-07-28 06:00:00,31.318,31.353,32.317
2015-07-28 07:00:00,31.313,31.409,32.329
2015-07-28 08:00:00,31.306,31.421,32.301
2015-07-28 09:00:00,31.301,31.228,32.303
2015-07-28 10:00:00,31.302,31.211,32.318
2015-07-28 11:00:00,31.298,31.188,32.32
2015-07-28 12:00:00,31.316,31.112,32.334
2015-07-28 13:00:00,31.353,31.103,32.35
2015-07-28 14:00:00,31.409,31.11,32.335
2015-07-28 15:00:00,31.421,31.129,32.34
2015-07-28 16:00:00,31.228,31.139,32.343
2015-07-28 17:00:00,31.211,31.125,32.356
2015-07-28 18:00:00,31.188,31.115,32.365
2015-07-28 19:00:00,31.112,31.138,32.345
2015-07-28 20:00:00,31.103,31.192,32.339
2015-07-28 21:00:00,31.11,31.219,32.334
2015-07-28 22:00:00,31.129,31.24,32.327
2015-07-28 23:00:00,31.139,31.258,32.323
2015-07-29 00:00:00,31.125,31.27,32.307
2015-07-29 01:00:00,31.115,31.273,32.338
2015-07-29 02:00:00,31.138,31.275,32.339
2015-07-29 03:00:00,31.192,31.278,32.347
2015-07-29 04:00:00,31.219,31.276,32.356
2015-07-29 05:00:00,31.24,31.256,32.306
2015-07-29 06:00:00,31.258,31.272,32.292
2015-07-29 07:00:00,31.27,31.301,32.317
2015-07-29 08:00:00,31.273,31.346,32.308
2015-07-29 09:00:00,31.275,31.383,32.325
2015-07-29 10:00:00,31.278,31.41,32.331
2015-07-29 11:00:00,31.276,31.419,32.344
2015-07-29 12:00:00,31.256,31.382,32.348
2015-07-29 13:00:00,31.272,31.361,32.321
2015-07-29 14:00:00,31.301,31.35,32.208
2015-07-29 15:00:00,31.346,31.342,32.272
2015-07-29 16:00:00,31.383,31.357,32.173
2015-07-29 17:00:00,31.41,31.501,32.171
2015-07-29 18:00:00,31.419,31.581,32.228
2015-07-29 19:00:00,31.382,31.534,32.208
2015-07-29 20:00:00,31.361,31.53,32.141
2015-07-29 21:00:00,31.35,31.548,32.242
2015-07-29 22:00:00,31.342,31.558,32.267
2015-07-29 23:00:00,31.357,31.531,32.151
2015-07-30 00:00:00,31.501,31.516,32.205
2015-07-30 01:00:00,31.581,31.503,32.247
2015-07-30 02:00:00,31.534,31.473,32.228
2015-07-30 03:00:00,31.53,31.471,32.294
2015-07-30 04:00:00,31.548,31.454,32.321
2015-07-30 05:00:00,31.558,31.456,32.35
2015-07-30 06:00:00,31.531,31.453,32.355
2015-07-30 07:00:00,31.516,31.495,32.335
2015-07-30 08:00:00,31.503,31.548,32.322
2015-07-30 09:00:00,31.473,31.549,32.237
2015-07-30 10:00:00,31.471,31.54,32.353
2015-07-30 11:00:00,31.454,31.529,32.247
2015-07-30 12:00:00,31.456,31.524,32.27
2015-07-30 13:00:00,31.453,31.522,32.309
2015-07-30 14:00:00,31.495,31.524,32.31
2015-07-30 15:00:00,31.548,31.524,32.268
2015-07-30 16:00:00,31.549,31.518,32.259
2015-07-30 17:00:00,31.54,31.518,32.286
2015-07-30 18:00:00,31.529,31.529,32.325
2015-07-30 19:00:00,31.524,31.556,32.273
2015-07-30 20:00:00,31.522,31.523,32.216
2015-07-30 21:00:00,31.524,31.542,32.271
2015-07-30 22:00:00,31.524,31.567,32.313
2015-07-30 23:00:00,31.518,31.522,32.322
2015-07-31 00:00:00,31.518,31.497,32.339
2015-07-31 01:00:00,31.529,31.362,32.342
2015-07-31 02:00:00,31.556,31.226,32.346
2015-07-31 03:00:00,31.523,31.2,32.355
2015-07-31 04:00:00,31.542,31.202,32.325
2015-07-31 05:00:00,31.567,31.225,32.317
2015-07-31 06:00:00,31.522,31.175,32.296
2015-07-31 07:00:00,31.497,31.112,32.273
2015-07-31 08:00:00,31.362,31.094,32.295
2015-07-31 09:00:00,31.226,31.049,32.314
2015-07-31 10:00:00,31.2,31.021,32.317
2015-07-31 11:00:00,31.202,31.01,32.324
2015-07-31 12:00:00,31.225,31.03,32.334
2015-07-31 13:00:00,31.175,31.053,32.344
2015-07-31 14:00:00,31.112,31.051,32.373
2015-07-31 15:00:00,31.094,30.997,32.363
2015-07-31 16:00:00,31.049,30.976,32.366
2015-07-31 17:00:00,31.021,30.97,32.364
2015-07-31 18:00:00,31.01,30.98,32.348
2015-07-31 19:00:00,31.03,30.992,32.342
2015-07-31 20:00:00,31.053,31.001,32.369
2015-07-31 21:00:00,31.051,31.013,32.369
2015-07-31 22:00:00,30.997,31.034,32.363
2015-07-31 23:00:00,30.976,31.025,32.355
2015-08-01 00:00:00,30.97,30.997,32.358
2015-08-01 01:00:00,30.98,30.979,32.383
2015-08-01 02:00:00,30.992,30.978,32.397
2015-08-01 03:00:00,31.001,30.983,32.407
2015-08-01 04:00:00,31.013,30.99,32.395
2015-08-01 05:00:00,31.034,30.976,32.364
2015-08-01 06:00:00,31.025,30.901,32.38
2015-08-01 07:00:00,30.997,30.794,32.387
2015-08-01 08:00:00,30.979,30.846,32.401
2015-08-01 09:00:00,30.978,30.905,32.404
2015-08-01 10:00:00,30.983,30.784,32.41
2015-08-01 11:00:00,30.99,30.689,32.386
2015-08-01 12:00:00,30.976,30.631,32.387
2015-08-01 13:00:00,30.901,30.639,32.368
2015-08-01 14:00:00,30.794,30.653,32.395
2015-08-01 15:00:00,30.846,30.668,32.371
2015-08-01 16:00:00,30.905,30.68,32.37
2015-08-01 17:00:00,30.784,30.68,32.362
2015-08-01 18:00:00,30.689,30.71,32.356
2015-08-01 19:00:00,30.631,30.716,32.344
2015-08-01 20:00:00,30.639,30.691,32.347
2015-08-01 21:00:00,30.653,30.686,32.352
2015-08-01 22:00:00,30.668,30.708,32.354
2015-08-01 23:00:00,30.68,30.747,32.284
2015-08-02 00:00:00,30.68,30.762,32.176
2015-08-02 01:00:00,30.71,30.806,32.213
2015-08-02 02:00:00,30.716,30.852,32.287
2015-08-02 03:00:00,30.691,30.849,32.348
2015-08-02 04:00:00,30.686,30.82,32.356
2015-08-02 05:00:00,30.708,30.83,32.359
2015-08-02 06:00:00,30.747,30.852,32.351
2015-08-02 07:00:00,30.762,30.917,32.311
2015-08-02 08:00:00,30.806,30.99,32.301
2015-08-02 09:00:00,30.852,30.974,32.3
2015-08-02 10:00:00,30.849,30.965,32.26
2015-08-02 11:00:00,30.82,30.954,32.239
2015-08-02 12:00:00,30.83,30.961,32.218
2015-08-02 13:00:00,30.852,30.99,32.313
2015-08-02 14:00:00,30.917,30.96,32.339
2015-08-02 15:00:00,30.99,30.863,32.343
2015-08-02 16:00:00,30.974,30.949,32.341
2015-08-02 17:00:00,30.965,31.064,32.317
2015-08-02 18:00:00,30.954,31.076,32.232
2015-08-02 19:00:00,30.961,30.994,32.277
2015-08-02 20:00:00,30.99,30.998,32.205
2015-08-02 21:00:00,30.96,30.943,32.139
2015-08-02 22:00:00,30.863,30.941,32.203
2015-08-02 23:00:00,30.949,30.699,32.304
2015-08-03 00:00:00,31.064,30.639,32.331
2015-08-03 01:00:00,31.076,30.613,32.345
2015-08-03 02:00:00,30.994,30.61,32.347
2015-08-03 03:00:00,30.998,30.615,32.284
2015-08-03 04:00:00,30.943,30.617,32.299
2015-08-03 05:00:00,30.941,30.64,32.297
2015-08-03 06:00:00,30.699,30.668,32.248
2015-08-03 07:00:00,30.639,30.697,32.23
2015-08-03 08:00:00,30.613,30.758,32.211
2015-08-03 09:00:00,30.61,30.798,32.132
2015-08-03 10:00:00,30.615,30.688,32.114
2015-08-03 11:00:00,30.617,30.718,32.13
2015-08-03 12:00:00,30.64,30.842,32.139
2015-08-03 13:00:00,30.668,30.908,32.107
2015-08-03 14:00:00,30.697,30.737,32.131
2015-08-03 15:00:00,30.758,30.452,32.168
2015-08-03 16:00:00,30.798,30.446,32.157
2015-08-03 17:00:00,30.688,30.519,32.198
2015-08-03 18:00:00,30.718,30.718,32.123
2015-08-03 19:00:00,30.842,30.679,32.175
2015-08-03 20:00:00,30.908,30.55,32.142
2015-08-03 21:00:00,30.737,30.319,32.173
2015-08-03 22:00:00,30.452,30.256,32.154
2015-08-03 23:00:00,30.446,30.255,32.165
2015-08-04 00:00:00,30.519,30.278,32.151
2015-08-04 01:00:00,30.718,30.223,32.166
2015-08-04 02:00:00,30.679,30.228,32.142
2015-08-04 03:00:00,30.55,30.24,32.046
2015-08-04 04:00:00,30.319,30.269,32.241
2015-08-04 05:00:00,30.256,30.265,32.23
2015-08-04 06:00:00,30.255,30.29,32.181
2015-08-04 07:00:00,30.278,30.297,32.163
2015-08-04 08:00:00,30.223,30.288,32.148
2015-08-04 09:00:00,30.228,30.275,32.132
2015-08-04 10:00:00,30.24,30.179,32.135
2015-08-04 11:00:00,30.269,29.877,32.173
2015-08-04 12:00:00,30.265,29.673,32.196
2015-08-04 13:00:00,30.29,29.494,32.211
2015-08-04 14:00:00,30.297,29.465,32.202
2015-08-04 15:00:00,30.288,29.47,32.22
2015-08-04 16:00:00,30.275,29.492,32.22
2015-08-04 17:00:00,30.179,29.488,32.218
2015-08-04 18:00:00,29.877,29.489,32.219
2015-08-04 19:00:00,29.673,29.479,32.258
2015-08-04 20:00:00,29.494,29.458,32.274
2015-08-04 21:00:00,29.465,29.4,32.261
2015-08-04 22:00:00,29.47,29.321,32.256
2015-08-04 23:00:00,29.492,29.265,32.267
2015-08-05 00:00:00,29.488,29.25,32.266
2015-08-05 01:00:00,29.489,29.284,32.212
2015-08-05 02:00:00,29.479,29.383,32.24
