time,15ckp9a_an11_0922m,15ckp9a_an9_0377m,15ckp9a_an9_0672m,15ckp9a_lrcp_scal,15ckp9a_s37_0378m
2015-10-25 03:00:00,0.033,0.625,0.31,0.593,0.675
2015-10-25 04:00:00,0.056,0.625,0.31,0.597,0.668
2015-10-25 05:00:00,0.033,0.625,0.31,0.6,0.666
2015-10-25 06:00:00,0.056,0.625,0.334,0.6,0.657
2015-10-25 07:00:00,0.033,0.649,0.31,0.607,0.676
2015-10-25 08:00:00,0.033,0.649,0.31,0.61,0.702
2015-10-25 09:00:00,0.009,0.649,0.31,0.61,0.674
2015-10-25 10:00:00,0.033,0.625,0.31,0.61,0.674
2015-10-25 11:00:00,0.033,0.649,0.31,0.603,0.686
2015-10-25 12:00:00,0.056,0.649,0.31,0.6,0.686
2015-10-25 13:00:00,0.033,0.649,0.31,0.607,0.691
2015-10-25 14:00:00,0.009,0.649,0.31,0.61,0.698
2015-10-25 15:00:00,0.033,0.649,0.31,0.61,0.684
2015-10-25 16:00:00,0.033,0.649,0.31,0.61,0.682
2015-10-25 17:00:00,0.009,0.649,0.334,0.61,0.692
2015-10-25 18:00:00,0.009,0.649,0.31,0.61,0.687
2015-10-25 19:00:00,0.033,0.625,0.31,0.597,0.677
2015-10-25 20:00:00,0.033,0.625,0.31,0.59,0.673
2015-10-25 21:00:00,0.033,0.625,0.31,0.603,0.671
2015-10-25 22:00:00,0.009,0.625,0.31,0.617,0.678
2015-10-25 23:00:00,0.009,0.672,0.31,0.62,0.708
2015-10-26 00:00:00,0.009,0.649,0.31,0.607,0.682
2015-10-26 01:00:00,0.009,0.649,0.31,0.6,0.679
2015-10-26 02:00:00,0.009,0.649,0.31,0.613,0.679
2015-10-26 03:00:00,0.009,0.649,0.31,0.613,0.706
2015-10-26 04:00:00,0.009,0.649,0.31,0.603,0.679
2015-10-26 05:00:00,0.009,0.625,0.31,0.593,0.677
2015-10-26 06:00:00,0.009,0.625,0.31,0.597,0.675
2015-10-26 07:00:00,0.009,0.625,0.31,0.607,0.676
2015-10-26 08:00:00,0.009,0.649,0.334,0.603,0.69
2015-10-26 09:00:00,0.009,0.649,0.334,0.607,0.677
2015-10-26 10:00:00,0.009,0.625,0.31,0.61,0.677
2015-10-26 11:00:00,0.009,0.649,0.31,0.603,0.677
2015-10-26 12:00:00,0.009,0.625,0.334,0.6,0.677
2015-10-26 13:00:00,0.009,0.649,0.334,0.607,0.692
2015-10-26 14:00:00,0.009,0.649,0.334,0.603,0.685
2015-10-26 15:00:00,0.009,0.649,0.334,0.6,0.678
2015-10-26 16:00:00,0.009,0.625,0.334,0.6,0.676
2015-10-26 17:00:00,0.009,0.649,0.334,0.6,0.679
2015-10-26 18:00:00,-0.014,0.649,0.334,0.593,0.678
2015-10-26 19:00:00,-0.014,0.625,0.334,0.597,0.677
2015-10-26 20:00:00,-0.014,0.625,0.334,0.6,0.669
2015-10-26 21:00:00,-0.014,0.625,0.334,0.6,0.673
2015-10-26 22:00:00,-0.014,0.625,0.334,0.607,0.676
2015-10-26 23:00:00,0.009,0.649,0.334,0.603,0.683
2015-10-27 00:00:00,-0.014,0.649,0.334,0.607,0.678
2015-10-27 01:00:00,-0.014,0.649,0.334,0.61,0.695
2015-10-27 02:00:00,-0.038,0.649,0.334,0.61,0.685
2015-10-27 03:00:00,-0.038,0.649,0.334,0.61,0.68
2015-10-27 04:00:00,-0.014,0.649,0.334,0.61,0.687
2015-10-27 05:00:00,-0.014,0.649,0.334,0.61,0.68
2015-10-27 06:00:00,0.009,0.649,0.334,0.597,0.681
2015-10-27 07:00:00,-0.014,0.625,0.334,0.59,0.674
2015-10-27 08:00:00,0.009,0.649,0.334,0.603,0.68
2015-10-27 09:00:00,-0.014,0.649,0.334,0.61,0.694
2015-10-27 10:00:00,0.009,0.649,0.334,0.603,0.68
2015-10-27 11:00:00,-0.014,0.649,0.334,0.607,0.686
2015-10-27 12:00:00,-0.014,0.649,0.334,0.61,0.685
2015-10-27 13:00:00,-0.014,0.649,0.334,0.603,0.683
2015-10-27 14:00:00,-0.014,0.649,0.334,0.6,0.68
2015-10-27 15:00:00,-0.014,0.649,0.334,0.6,0.679
2015-10-27 16:00:00,0.009,0.649,0.334,0.6,0.678
2015-10-27 17:00:00,0.009,0.649,0.334,0.6,0.682
2015-10-27 18:00:00,0.009,0.649,0.334,0.6,0.684
2015-10-27 19:00:00,0.009,0.649,0.357,0.6,0.684
2015-10-27 20:00:00,-0.014,0.649,0.334,0.607,0.684
2015-10-27 21:00:00,-0.014,0.649,0.334,0.617,0.685
2015-10-27 22:00:00,-0.014,0.649,0.334,0.613,0.685
2015-10-27 23:00:00,-0.014,0.649,0.334,0.617,0.684
2015-10-28 00:00:00,-0.014,0.649,0.334,0.613,0.684
2015-10-28 01:00:00,0.009,0.649,0.334,0.617,0.685
2015-10-28 02:00:00,-0.014,0.649,0.334,0.613,0.689
2015-10-28 03:00:00,-0.014,0.649,0.334,0.603,0.68
2015-10-28 04:00:00,-0.014,0.649,0.334,0.6,0.684
2015-10-28 05:00:00,-0.014,0.649,0.334,0.607,0.684
2015-10-28 06:00:00,0.009,0.649,0.334,0.617,0.692
2015-10-28 07:00:00,0.009,0.649,0.334,0.6,0.68
2015-10-28 08:00:00,0.033,0.649,0.334,0.597,0.682
2015-10-28 09:00:00,0.033,0.649,0.334,0.6,0.68
2015-10-28 10:00:00,0.033,0.649,0.334,0.6,0.684
2015-10-28 11:00:00,0.033,0.649,0.334,0.607,0.686
2015-10-28 12:00:00,0.033,0.649,0.334,0.61,0.688
2015-10-28 13:00:00,0.009,0.649,0.357,0.617,0.702
2015-10-28 14:00:00,0.009,0.672,0.334,0.62,0.714
2015-10-28 15:00:00,0.009,0.649,0.357,0.607,0.687
2015-10-28 16:00:00,0.009,0.602,0.357,0.587,0.649
2015-10-28 17:00:00,0.009,0.602,0.334,0.573,0.641
2015-10-28 18:00:00,-0.014,0.602,0.334,0.577,0.637
2015-10-28 19:00:00,-0.014,0.578,0.334,0.573,0.615
2015-10-28 20:00:00,-0.014,0.602,0.334,0.563,0.641
2015-10-28 21:00:00,0.009,0.602,0.357,0.553,0.638
2015-10-28 22:00:00,-0.014,0.578,0.357,0.55,0.63
2015-10-28 23:00:00,-0.014,0.578,0.334,0.55,0.622
2015-10-29 00:00:00,-0.014,0.578,0.334,0.57,0.624
2015-10-29 01:00:00,-0.014,0.578,0.31,0.56,0.627
2015-10-29 02:00:00,-0.014,0.578,0.31,0.543,0.624
2015-10-29 03:00:00,-0.014,0.555,0.31,0.533,0.603
2015-10-29 04:00:00,-0.014,0.555,0.31,0.53,0.597
2015-10-29 05:00:00,-0.014,0.555,0.31,0.523,0.599
2015-10-29 06:00:00,-0.014,0.555,0.31,0.527,0.585
2015-10-29 07:00:00,0.009,0.555,0.31,0.55,0.588
2015-10-29 08:00:00,0.009,0.555,0.31,0.547,0.604
2015-10-29 09:00:00,-0.014,0.555,0.31,0.533,0.606
2015-10-29 10:00:00,-0.014,0.555,0.31,0.523,0.598
2015-10-29 11:00:00,-0.014,0.555,0.31,0.52,0.585
2015-10-29 12:00:00,-0.014,0.555,0.31,0.527,0.584
2015-10-29 13:00:00,-0.014,0.555,0.31,0.53,0.596
2015-10-29 14:00:00,-0.014,0.555,0.31,0.53,0.597
2015-10-29 15:00:00,-0.014,0.555,0.31,0.523,0.594
2015-10-29 16:00:00,-0.014,0.555,0.31,0.527,0.594
2015-10-29 17:00:00,-0.014,0.555,0.31,0.53,0.594
2015-10-29 18:00:00,-0.014,0.555,0.31,0.537,0.596
2015-10-29 19:00:00,-0.038,0.555,0.287,0.527,0.596
2015-10-29 20:00:00,-0.014,0.555,0.287,0.513,0.591
2015-10-29 21:00:00,-0.014,0.555,0.287,0.517,0.59
2015-10-29 22:00:00,-0.014,0.555,0.287,0.52,0.587
2015-10-29 23:00:00,-0.014,0.555,0.287,0.52,0.587
2015-10-30 00:00:00,-0.014,0.555,0.287,0.527,0.586
2015-10-30 01:00:00,-0.014,0.555,0.287,0.53,0.594
2015-10-30 02:00:00,-0.014,0.531,0.287,0.523,0.583
2015-10-30 03:00:00,-0.014,0.531,0.287,0.52,0.583
2015-10-30 04:00:00,-0.038,0.531,0.287,0.513,0.579
2015-10-30 05:00:00,-0.038,0.531,0.287,0.503,0.58
2015-10-30 06:00:00,-0.038,0.555,0.287,0.5,0.585
2015-10-30 07:00:00,-0.038,0.555,0.287,0.5,0.585
2015-10-30 08:00:00,-0.038,0.531,0.287,0.5,0.578
2015-10-30 09:00:00,-0.038,0.531,0.287,0.5,0.577
2015-10-30 10:00:00,-0.038,0.531,0.263,0.5,0.577
2015-10-30 11:00:00,-0.038,0.531,0.287,0.5,0.581
2015-10-30 12:00:00,-0.014,0.531,0.287,0.5,0.58
2015-10-30 13:00:00,-0.038,0.555,0.287,0.5,0.587
2015-10-30 14:00:00,-0.014,0.555,0.287,0.5,0.588
2015-10-30 15:00:00,-0.038,0.555,0.287,0.5,0.575
2015-10-30 16:00:00,-0.038,0.555,0.287,0.507,0.588
2015-10-30 17:00:00,-0.038,0.555,0.287,0.51,0.586
2015-10-30 18:00:00,-0.038,0.555,0.287,0.51,0.587
2015-10-30 19:00:00,-0.038,0.555,0.287,0.51,0.587
2015-10-30 20:00:00,-0.038,0.555,0.287,0.51,0.585
2015-10-30 21:00:00,-0.038,0.531,0.287,0.503,0.58
2015-10-30 22:00:00,-0.038,0.531,0.287,0.5,0.576
2015-10-30 23:00:00,-0.038,0.531,0.287,0.5,0.575
2015-10-31 00:00:00,-0.038,0.531,0.287,0.493,0.576
2015-10-31 01:00:00,-0.038,0.531,0.287,0.49,0.572
2015-10-31 02:00:00,-0.038,0.531,0.287,0.497,0.572
2015-10-31 03:00:00,-0.038,0.531,0.287,0.5,0.575
2015-10-31 04:00:00,-0.038,0.531,0.287,0.5,0.575
2015-10-31 05:00:00,-0.038,0.531,0.287,0.5,0.581
2015-10-31 06:00:00,-0.038,0.531,0.287,0.5,0.576
2015-10-31 07:00:00,-0.038,0.531,0.287,0.5,0.578
2015-10-31 08:00:00,-0.014,0.531,0.287,0.493,0.578
2015-10-31 09:00:00,-0.014,0.531,0.287,0.497,0.583
2015-10-31 10:00:00,-0.014,0.531,0.287,0.5,0.576
2015-10-31 11:00:00,-0.014,0.531,0.287,0.5,0.583
2015-10-31 12:00:00,-0.014,0.531,0.287,0.5,0.578
2015-10-31 13:00:00,-0.014,0.531,0.287,0.5,0.575
2015-10-31 14:00:00,-0.014,0.531,0.287,0.493,0.576
2015-10-31 15:00:00,-0.014,0.531,0.287,0.49,0.59
2015-10-31 16:00:00,-0.038,0.578,0.287,0.49,0.616
2015-10-31 17:00:00,-0.038,0.531,0.287,0.49,0.58
2015-10-31 18:00:00,-0.014,0.555,0.287,0.49,0.589
2015-10-31 19:00:00,-0.014,0.531,0.287,0.49,0.579
2015-10-31 20:00:00,-0.014,0.531,0.287,0.49,0.583
2015-10-31 21:00:00,-0.014,0.578,0.287,0.497,0.628
2015-10-31 22:00:00,-0.014,0.578,0.287,0.513,0.621
2015-10-31 23:00:00,-0.014,0.578,0.287,0.527,0.622
2015-11-01 00:00:00,-0.014,0.578,0.287,0.523,0.62
2015-11-01 01:00:00,-0.014,0.578,0.287,0.527,0.618
2015-11-01 02:00:00,-0.038,0.578,0.287,0.523,0.614
2015-11-01 03:00:00,-0.038,0.578,0.287,0.507,0.622
2015-11-01 04:00:00,-0.038,0.578,0.287,0.5,0.619
2015-11-01 05:00:00,-0.038,0.578,0.287,0.5,0.619
2015-11-01 06:00:00,-0.038,0.555,0.287,0.5,0.585
2015-11-01 07:00:00,-0.038,0.578,0.287,0.513,0.628
2015-11-01 08:00:00,-0.038,0.578,0.287,0.533,0.629
2015-11-01 09:00:00,-0.014,0.578,0.287,0.533,0.621
2015-11-01 10:00:00,-0.014,0.578,0.287,0.523,0.618
2015-11-01 11:00:00,-0.014,0.555,0.287,0.513,0.593
2015-11-01 12:00:00,-0.038,0.555,0.31,0.523,0.6
2015-11-01 13:00:00,-0.014,0.555,0.31,0.53,0.606
2015-11-01 14:00:00,-0.014,0.555,0.31,0.53,0.602
2015-11-01 15:00:00,0.009,0.602,0.31,0.523,0.631
2015-11-01 16:00:00,-0.014,0.578,0.287,0.527,0.635
2015-11-01 17:00:00,0.009,0.578,0.287,0.523,0.623
2015-11-01 18:00:00,-0.014,0.555,0.239,0.574,0.597
2015-11-01 19:00:00,0.009,0.578,0.239,0.6,0.621
2015-11-01 20:00:00,0.009,0.602,0.239,0.567,0.638
2015-11-01 21:00:00,-0.014,0.578,0.239,0.537,0.617
2015-11-01 22:00:00,0.009,0.555,0.239,0.517,0.593
2015-11-01 23:00:00,0.009,0.555,0.239,0.503,0.591
2015-11-02 00:00:00,-0.014,0.555,0.239,0.507,0.589
2015-11-02 01:00:00,-0.014,0.531,0.239,0.51,0.578
2015-11-02 02:00:00,0.009,0.555,0.216,0.51,0.587
2015-11-02 03:00:00,0.009,0.555,0.216,0.517,0.591
2015-11-02 04:00:00,0.009,0.555,0.216,0.54,0.586
2015-11-02 05:00:00,0.009,0.578,0.216,0.563,0.591
2015-11-02 06:00:00,0.009,0.625,0.216,0.557,0.656
2015-11-02 07:00:00,0.009,0.578,0.216,0.55,0.621
2015-11-02 08:00:00,0.009,0.578,0.216,0.537,0.622
2015-11-02 09:00:00,0.009,0.555,0.216,0.523,0.608
2015-11-02 10:00:00,0.009,0.578,0.216,0.513,0.614
2015-11-02 11:00:00,0.009,0.578,0.216,0.517,0.622
2015-11-02 12:00:00,0.009,0.602,0.216,0.513,0.611
2015-11-02 13:00:00,0.009,0.555,0.239,0.517,0.601
2015-11-02 14:00:00,0.009,0.555,0.263,0.52,0.603
2015-11-02 15:00:00,0.009,0.555,0.239,0.513,0.597
2015-11-02 16:00:00,0.009,0.555,0.239,0.51,0.593
2015-11-02 17:00:00,0.009,0.555,0.239,0.517,0.594
2015-11-02 18:00:00,-0.014,0.555,0.239,0.54,0.594
2015-11-02 19:00:00,0.009,0.555,0.239,0.563,0.603
2015-11-02 20:00:00,0.009,0.625,0.263,0.57,0.656
2015-11-02 21:00:00,0.009,0.602,0.287,0.57,0.65
2015-11-02 22:00:00,0.009,0.602,0.263,0.577,0.649
2015-11-02 23:00:00,0.009,0.625,0.263,0.573,0.66
2015-11-03 00:00:00,0.009,0.602,0.287,0.57,0.65
2015-11-03 01:00:00,0.009,0.602,0.287,0.57,0.648
2015-11-03 02:00:00,0.009,0.625,0.31,0.57,0.668
2015-11-03 03:00:00,0.009,0.602,0.287,0.577,0.663
2015-11-03 04:00:00,0.009,0.625,0.287,0.587,0.658
2015-11-03 05:00:00,0.009,0.625,0.31,0.597,0.656
2015-11-03 06:00:00,0.009,0.602,0.287,0.607,0.657
2015-11-03 07:00:00,0.009,0.649,0.287,0.617,0.689
2015-11-03 08:00:00,0.009,0.649,0.31,0.627,0.694
2015-11-03 09:00:00,0.009,0.649,0.287,0.623,0.702
2015-11-03 10:00:00,0.009,0.649,0.287,0.62,0.698
2015-11-03 11:00:00,0.033,0.649,0.287,0.627,0.694
2015-11-03 12:00:00,0.033,0.672,0.287,0.63,0.713
2015-11-03 13:00:00,0.033,0.672,0.287,0.623,0.714
2015-11-03 14:00:00,0.033,0.649,0.287,0.587,0.703
2015-11-03 15:00:00,0.033,0.602,0.287,0.563,0.644
2015-11-03 16:00:00,0.033,0.602,0.287,0.567,0.636
2015-11-03 17:00:00,0.033,0.602,0.287,0.577,0.641
2015-11-03 18:00:00,0.033,0.602,0.287,0.58,0.64
2015-11-03 19:00:00,0.033,0.625,0.287,0.587,0.674
2015-11-03 20:00:00,0.033,0.625,0.287,0.597,0.67
2015-11-03 21:00:00,0.033,0.649,0.287,0.6,0.676
2015-11-03 22:00:00,0.033,0.649,0.287,0.62,0.681
2015-11-03 23:00:00,0.033,0.696,0.287,0.63,0.722
2015-11-04 00:00:00,0.033,0.672,0.287,0.63,0.706
2015-11-04 01:00:00,0.033,0.672,0.287,0.623,0.718
2015-11-04 02:00:00,0.009,0.672,0.287,0.613,0.71
2015-11-04 03:00:00,0.009,0.649,0.287,0.603,0.686
2015-11-04 04:00:00,0.009,0.625,0.287,0.607,0.675
2015-11-04 05:00:00,0.009,0.649,0.287,0.61,0.687
2015-11-04 06:00:00,0.009,0.649,0.287,0.603,0.683
2015-11-04 07:00:00,0.009,0.625,0.287,0.6,0.674
2015-11-04 08:00:00,0.009,0.625,0.287,0.613,0.675
2015-11-04 09:00:00,0.033,0.649,0.287,0.62,0.702
2015-11-04 10:00:00,0.033,0.649,0.287,0.627,0.7
2015-11-04 11:00:00,0.033,0.649,0.287,0.63,0.698
2015-11-04 12:00:00,0.033,0.672,0.287,0.63,0.716
2015-11-04 13:00:00,0.056,0.649,0.287,0.63,0.707
2015-11-04 14:00:00,0.056,0.672,0.287,0.63,0.717
2015-11-04 15:00:00,0.056,0.672,0.287,0.637,0.711
2015-11-04 16:00:00,0.056,0.672,0.31,0.64,0.722
2015-11-04 17:00:00,0.056,0.649,0.287,0.647,0.704
2015-11-04 18:00:00,0.056,0.672,0.31,0.643,0.711
2015-11-04 19:00:00,0.056,0.672,0.31,0.633,0.714
2015-11-04 20:00:00,0.056,0.672,0.31,0.637,0.722
2015-11-04 21:00:00,0.056,0.696,0.31,0.64,0.726
2015-11-04 22:00:00,0.056,0.672,0.31,0.627,0.714
2015-11-04 23:00:00,0.056,0.649,0.31,0.62,0.683
2015-11-05 00:00:00,0.056,0.649,0.31,0.613,0.698
2015-11-05 01:00:00,0.056,0.625,0.31,0.603,0.679
2015-11-05 02:00:00,0.056,0.625,0.31,0.6,0.669
2015-11-05 03:00:00,0.056,0.625,0.31,0.607,0.677
2015-11-05 04:00:00,0.056,0.649,0.31,0.61,0.695
2015-11-05 05:00:00,0.056,0.625,0.334,0.61,0.663
2015-11-05 06:00:00,0.08,0.625,0.31,0.61,0.675
2015-11-05 07:00:00,0.08,0.625,0.287,0.61,0.672
2015-11-05 08:00:00,0.08,0.625,0.31,0.603,0.676
2015-11-05 09:00:00,0.056,0.625,0.287,0.607,0.666
2015-11-05 10:00:00,0.056,0.649,0.287,0.617,0.684
2015-11-05 11:00:00,0.056,0.649,0.287,0.62,0.692
2015-11-05 12:00:00,0.056,0.649,0.287,0.62,0.698
2015-11-05 13:00:00,0.033,0.649,0.287,0.613,0.698
2015-11-05 14:00:00,0.033,0.649,0.287,0.603,0.684
2015-11-05 15:00:00,0.009,0.649,0.287,0.607,0.689
2015-11-05 16:00:00,0.033,0.649,0.287,0.617,0.692
2015-11-05 17:00:00,-0.014,0.649,0.287,0.62,0.699
2015-11-05 18:00:00,0.009,0.649,0.287,0.627,0.703
2015-11-05 19:00:00,0.009,0.672,0.287,0.623,0.709
2015-11-05 20:00:00,0.009,0.649,0.287,0.62,0.699
2015-11-05 21:00:00,0.033,0.649,0.287,0.613,0.69
2015-11-05 22:00:00,0.033,0.649,0.287,0.61,0.689
2015-11-05 23:00:00,0.009,0.649,0.239,0.617,0.696
2015-11-06 00:00:00,0.033,0.649,0.287,0.62,0.701
2015-11-06 01:00:00,0.033,0.649,0.287,0.627,0.682
2015-11-06 02:00:00,0.033,0.672,0.287,0.63,0.704
2015-11-06 03:00:00,0.056,0.672,0.287,0.63,0.71
2015-11-06 04:00:00,0.056,0.672,0.31,0.637,0.714
2015-11-06 05:00:00,0.056,0.696,0.31,0.64,0.727
2015-11-06 06:00:00,0.056,0.672,0.287,0.64,0.725
2015-11-06 07:00:00,0.056,0.696,0.287,0.647,0.729
2015-11-06 08:00:00,0.056,0.696,0.31,0.657,0.742
2015-11-06 09:00:00,0.056,0.696,0.287,0.653,0.738
2015-11-06 10:00:00,0.033,0.696,0.287,0.65,0.734
2015-11-06 11:00:00,0.033,0.696,0.287,0.657,0.738
2015-11-06 12:00:00,0.009,0.696,0.287,0.653,0.729
2015-11-06 13:00:00,0.033,0.672,0.263,0.65,0.72
2015-11-06 14:00:00,0.009,0.672,0.287,0.637,0.706
2015-11-06 15:00:00,0.009,0.649,0.287,0.637,0.691
2015-11-06 16:00:00,0.009,0.696,0.263,0.653,0.732
2015-11-06 17:00:00,0.009,0.696,0.239,0.66,0.742
2015-11-06 18:00:00,0.009,0.696,0.239,0.667,0.737
2015-11-06 19:00:00,0.009,0.719,0.263,0.67,0.753
2015-11-06 20:00:00,0.009,0.696,0.263,0.657,0.741
2015-11-06 21:00:00,0.033,0.696,0.287,0.65,0.734
2015-11-06 22:00:00,0.033,0.696,0.287,0.657,0.732
2015-11-06 23:00:00,0.056,0.696,0.287,0.647,0.736
2015-11-07 00:00:00,0.056,0.672,0.263,0.64,0.714
2015-11-07 01:00:00,0.08,0.696,0.263,0.647,0.727
2015-11-07 02:00:00,0.08,0.696,0.287,0.657,0.74
2015-11-07 03:00:00,0.104,0.696,0.263,0.667,0.741
2015-11-07 04:00:00,0.104,0.696,0.287,0.67,0.744
2015-11-07 05:00:00,0.056,0.696,0.287,0.657,0.732
2015-11-07 06:00:00,0.056,0.672,0.287,0.657,0.717
2015-11-07 07:00:00,0.056,0.719,0.287,0.647,0.758
2015-11-07 08:00:00,0.056,0.672,0.287,0.64,0.71
2015-11-07 09:00:00,0.08,0.672,0.287,0.627,0.709
2015-11-07 10:00:00,0.056,0.649,0.287,0.62,0.679
2015-11-07 11:00:00,0.08,0.649,0.263,0.613,0.682
2015-11-07 12:00:00,0.104,0.649,0.263,0.61,0.7
2015-11-07 13:00:00,0.104,0.649,0.263,0.597,0.703
2015-11-07 14:00:00,0.104,0.625,0.287,0.623,0.677
2015-11-07 15:00:00,0.104,0.649,0.287,0.64,0.706
2015-11-07 16:00:00,0.104,0.672,0.31,0.64,0.715
2015-11-07 17:00:00,0.104,0.696,0.31,0.647,0.73
2015-11-07 18:00:00,0.104,0.696,0.31,0.637,0.728
2015-11-07 19:00:00,0.104,0.649,0.31,0.623,0.685
2015-11-07 20:00:00,0.08,0.649,0.31,0.627,0.694
2015-11-07 21:00:00,0.08,0.649,0.287,0.617,0.695
2015-11-07 22:00:00,0.08,0.649,0.287,0.617,0.687
2015-11-07 23:00:00,0.08,0.672,0.287,0.62,0.711
2015-11-08 00:00:00,0.08,0.649,0.31,0.627,0.703
2015-11-08 01:00:00,0.08,0.672,0.31,0.63,0.711
2015-11-08 02:00:00,0.08,0.672,0.31,0.63,0.726
2015-11-08 03:00:00,0.08,0.672,0.31,0.63,0.714
2015-11-08 04:00:00,0.08,0.672,0.31,0.643,0.723
2015-11-08 05:00:00,0.08,0.696,0.31,0.637,0.728
2015-11-08 06:00:00,0.056,0.672,0.31,0.63,0.72
2015-11-08 07:00:00,0.104,0.672,0.287,0.637,0.705
2015-11-08 08:00:00,0.104,0.672,0.31,0.66,0.71
2015-11-08 09:00:00,0.104,0.719,0.31,0.677,0.764
2015-11-08 10:00:00,0.104,0.719,0.334,0.68,0.766
2015-11-08 11:00:00,0.104,0.696,0.31,0.653,0.738
2015-11-08 12:00:00,0.104,0.672,0.31,0.647,0.708
2015-11-08 13:00:00,0.104,0.672,0.334,0.643,0.72
2015-11-08 14:00:00,0.104,0.696,0.31,0.64,0.726
2015-11-08 15:00:00,0.104,0.672,0.31,0.633,0.721
2015-11-08 16:00:00,0.104,0.672,0.31,0.63,0.716
2015-11-08 17:00:00,0.08,0.696,0.334,0.63,0.733
2015-11-08 18:00:00,0.104,0.696,0.31,0.643,0.747
2015-11-08 19:00:00,0.08,0.696,0.31,0.643,0.72
2015-11-08 20:00:00,0.08,0.672,0.334,0.64,0.714
2015-11-08 21:00:00,0.127,0.672,0.31,0.653,0.719
2015-11-08 22:00:00,0.104,0.719,0.334,0.667,0.752
2015-11-08 23:00:00,0.104,0.719,0.334,0.67,0.762
2015-11-09 00:00:00,0.104,0.696,0.334,0.67,0.748
2015-11-09 01:00:00,0.08,0.719,0.334,0.663,0.757
2015-11-09 02:00:00,0.08,0.719,0.31,0.667,0.762
2015-11-09 03:00:00,0.104,0.719,0.31,0.67,0.761
2015-11-09 04:00:00,0.08,0.719,0.31,0.657,0.75
2015-11-09 05:00:00,0.08,0.696,0.31,0.65,0.75
2015-11-09 06:00:00,0.08,0.696,0.334,0.657,0.749
2015-11-09 07:00:00,0.08,0.696,0.31,0.66,0.745
2015-11-09 08:00:00,0.104,0.696,0.334,0.653,0.738
2015-11-09 09:00:00,0.104,0.696,0.334,0.65,0.742
2015-11-09 10:00:00,0.08,0.696,0.334,0.657,0.739
2015-11-09 11:00:00,0.08,0.696,0.334,0.66,0.746
2015-11-09 12:00:00,0.08,0.719,0.334,0.66,0.754
2015-11-09 13:00:00,0.08,0.696,0.334,0.66,0.751
2015-11-09 14:00:00,0.08,0.696,0.334,0.66,0.75
2015-11-09 15:00:00,0.08,0.696,0.31,0.66,0.746
2015-11-09 16:00:00,0.056,0.696,0.31,0.653,0.745
2015-11-09 17:00:00,0.056,0.696,0.334,0.65,0.742
2015-11-09 18:00:00,0.056,0.696,0.287,0.65,0.745
2015-11-09 19:00:00,0.056,0.696,0.31,0.65,0.743
2015-11-09 20:00:00,0.08,0.696,0.334,0.65,0.739
2015-11-09 21:00:00,0.08,0.696,0.334,0.65,0.75
2015-11-09 22:00:00,0.056,0.696,0.31,0.657,0.746
2015-11-09 23:00:00,0.056,0.696,0.31,0.653,0.747
2015-11-10 00:00:00,0.033,0.696,0.31,0.657,0.737
2015-11-10 01:00:00,0.056,0.696,0.334,0.66,0.742
2015-11-10 02:00:00,0.056,0.696,0.31,0.66,0.74
2015-11-10 03:00:00,0.056,0.696,0.287,0.66,0.741
2015-11-10 04:00:00,0.056,0.696,0.287,0.66,0.748
2015-11-10 05:00:00,0.056,0.696,0.287,0.66,0.748
2015-11-10 06:00:00,0.056,0.696,0.31,0.66,0.744
2015-11-10 07:00:00,0.033,0.696,0.287,0.667,0.737
2015-11-10 08:00:00,0.056,0.696,0.31,0.663,0.746
2015-11-10 09:00:00,0.033,0.696,0.287,0.653,0.727
2015-11-10 10:00:00,0.056,0.696,0.287,0.663,0.727
2015-11-10 11:00:00,0.033,0.696,0.31,0.67,0.744
2015-11-10 12:00:00,0.033,0.696,0.31,0.663,0.738
2015-11-10 13:00:00,0.009,0.696,0.31,0.66,0.745
2015-11-10 14:00:00,0.033,0.696,0.31,0.653,0.747
2015-11-10 15:00:00,0.056,0.696,0.31,0.65,0.74
2015-11-10 16:00:00,0.033,0.696,0.31,0.643,0.737
2015-11-10 17:00:00,0.033,0.696,0.31,0.64,0.745
2015-11-10 18:00:00,0.033,0.696,0.31,0.647,0.744
2015-11-10 19:00:00,0.033,0.696,0.31,0.657,0.742
2015-11-10 20:00:00,0.009,0.696,0.31,0.66,0.746
2015-11-10 21:00:00,0.009,0.696,0.31,0.653,0.748
2015-11-10 22:00:00,0.009,0.696,0.31,0.657,0.732
2015-11-10 23:00:00,-0.014,0.696,0.31,0.66,0.745
2015-11-11 00:00:00,-0.014,0.696,0.31,0.653,0.734
2015-11-11 01:00:00,0.009,0.696,0.31,0.643,0.724
2015-11-11 02:00:00,0.009,0.672,0.31,0.633,0.709
2015-11-11 03:00:00,-0.014,0.672,0.287,0.643,0.723
2015-11-11 04:00:00,0.009,0.672,0.287,0.65,0.723
2015-11-11 05:00:00,0.009,0.672,0.287,0.643,0.725
2015-11-11 06:00:00,0.009,0.672,0.287,0.647,0.696
2015-11-11 07:00:00,0.009,0.672,0.287,0.65,0.707
2015-11-11 08:00:00,0.009,0.696,0.287,0.637,0.728
2015-11-11 09:00:00,0.009,0.672,0.287,0.637,0.72
2015-11-11 10:00:00,0.009,0.672,0.263,0.647,0.721
2015-11-11 11:00:00,0.009,0.696,0.239,0.65,0.725
2015-11-11 12:00:00,0.009,0.696,0.263,0.657,0.73
