time,24bspr2a_eco_0001m
2024-05-10 06:00:00,-0.051
2024-05-10 07:00:00,-0.043
2024-05-10 08:00:00,-0.001
2024-05-10 09:00:00,0.0
2024-05-10 10:00:00,-0.008
2024-05-10 11:00:00,-0.001
2024-05-10 12:00:00,-0.016
2024-05-10 13:00:00,-0.001
2024-05-10 14:00:00,-0.008
2024-05-10 15:00:00,-0.001
2024-05-10 16:00:00,-0.008
2024-05-10 17:00:00,-0.001
2024-05-10 18:00:00,-0.008
2024-05-10 19:00:00,-0.008
2024-05-10 20:00:00,-0.008
2024-05-10 21:00:00,-0.008
2024-05-10 22:00:00,-0.001
2024-05-10 23:00:00,0.0
2024-05-11 00:00:00,-0.008
2024-05-11 01:00:00,0.0
2024-05-11 02:00:00,-0.008
2024-05-11 03:00:00,-0.001
2024-05-11 04:00:00,0.0
2024-05-11 05:00:00,0.0
2024-05-11 06:00:00,0.0
2024-05-11 07:00:00,0.0
2024-05-11 08:00:00,0.0
2024-05-11 09:00:00,0.0
2024-05-11 10:00:00,0.0
2024-05-11 11:00:00,0.0
2024-05-11 12:00:00,0.0
2024-05-11 13:00:00,0.0
2024-05-11 14:00:00,-0.008
2024-05-11 15:00:00,-0.008
2024-05-11 16:00:00,-0.008
2024-05-11 17:00:00,-0.008
2024-05-11 18:00:00,-0.001
2024-05-11 19:00:00,0.0
2024-05-11 20:00:00,0.0
2024-05-11 21:00:00,0.0
2024-05-11 22:00:00,0.0
2024-05-11 23:00:00,0.0
2024-05-12 00:00:00,0.0
2024-05-12 01:00:00,0.0
2024-05-12 02:00:00,-0.008
2024-05-12 03:00:00,-0.001
2024-05-12 04:00:00,0.0
2024-05-12 05:00:00,0.0
2024-05-12 06:00:00,0.0
2024-05-12 07:00:00,0.0
2024-05-12 08:00:00,0.0
2024-05-12 09:00:00,0.0
2024-05-12 10:00:00,0.0
2024-05-12 11:00:00,0.0
2024-05-12 12:00:00,-0.008
2024-05-12 13:00:00,0.0
2024-05-12 14:00:00,-0.008
2024-05-12 15:00:00,0.0
2024-05-12 16:00:00,0.0
2024-05-12 17:00:00,-0.008
2024-05-12 18:00:00,-0.008
2024-05-12 19:00:00,0.0
2024-05-12 20:00:00,0.0
2024-05-12 21:00:00,0.0
2024-05-12 22:00:00,0.0
2024-05-12 23:00:00,0.0
2024-05-13 00:00:00,-0.008
2024-05-13 01:00:00,0.0
2024-05-13 02:00:00,0.0
2024-05-13 03:00:00,0.0
2024-05-13 04:00:00,0.0
2024-05-13 05:00:00,-0.008
2024-05-13 06:00:00,-0.001
2024-05-13 07:00:00,0.0
2024-05-13 08:00:00,0.0
2024-05-13 09:00:00,0.0
2024-05-13 10:00:00,-0.008
2024-05-13 11:00:00,-0.008
2024-05-13 12:00:00,-0.001
2024-05-13 13:00:00,0.0
2024-05-13 14:00:00,0.0
2024-05-13 15:00:00,0.0
2024-05-13 16:00:00,0.0
2024-05-13 17:00:00,-0.008
2024-05-13 18:00:00,-0.009
2024-05-13 19:00:00,0.0
2024-05-13 20:00:00,0.0
2024-05-13 21:00:00,-0.008
2024-05-13 22:00:00,0.0
2024-05-13 23:00:00,0.0
2024-05-14 00:00:00,0.0
2024-05-14 01:00:00,0.0
2024-05-14 02:00:00,0.0
2024-05-14 03:00:00,0.0
2024-05-14 04:00:00,0.0
2024-05-14 05:00:00,0.0
2024-05-14 06:00:00,0.0
2024-05-14 07:00:00,0.0
2024-05-14 08:00:00,0.0
2024-05-14 09:00:00,0.0
2024-05-14 10:00:00,0.0
2024-05-14 11:00:00,0.0
2024-05-14 12:00:00,0.0
2024-05-14 13:00:00,0.0
2024-05-14 14:00:00,0.0
2024-05-14 15:00:00,0.0
2024-05-14 16:00:00,0.0
2024-05-14 17:00:00,0.0
2024-05-14 18:00:00,-0.008
2024-05-14 19:00:00,-0.008
2024-05-14 20:00:00,-0.001
2024-05-14 21:00:00,-0.008
2024-05-14 22:00:00,-0.001
2024-05-14 23:00:00,0.0
2024-05-15 00:00:00,0.0
2024-05-15 01:00:00,0.0
2024-05-15 02:00:00,0.0
2024-05-15 03:00:00,0.0
2024-05-15 04:00:00,0.0
2024-05-15 05:00:00,0.0
2024-05-15 06:00:00,0.0
2024-05-15 07:00:00,0.0
2024-05-15 08:00:00,0.0
2024-05-15 09:00:00,0.0
2024-05-15 10:00:00,0.0
2024-05-15 11:00:00,0.0
2024-05-15 12:00:00,0.0
2024-05-15 13:00:00,0.0
2024-05-15 14:00:00,0.0
2024-05-15 15:00:00,-0.008
2024-05-15 16:00:00,-0.001
2024-05-15 17:00:00,-0.008
2024-05-15 18:00:00,-0.001
2024-05-15 19:00:00,0.0
2024-05-15 20:00:00,-0.008
2024-05-15 21:00:00,-0.008
2024-05-15 22:00:00,-0.008
2024-05-15 23:00:00,-0.001
2024-05-16 00:00:00,0.0
2024-05-16 01:00:00,0.0
2024-05-16 02:00:00,-0.008
2024-05-16 03:00:00,-0.001
2024-05-16 04:00:00,0.0
2024-05-16 05:00:00,0.0
2024-05-16 06:00:00,0.0
2024-05-16 07:00:00,0.0
2024-05-16 08:00:00,0.0
2024-05-16 09:00:00,0.0
2024-05-16 10:00:00,0.0
2024-05-16 11:00:00,0.0
2024-05-16 12:00:00,0.0
2024-05-16 13:00:00,0.0
2024-05-16 14:00:00,0.0
2024-05-16 15:00:00,0.0
2024-05-16 16:00:00,0.0
2024-05-16 17:00:00,0.0
2024-05-16 18:00:00,0.0
2024-05-16 19:00:00,-0.008
2024-05-16 20:00:00,0.0
2024-05-16 21:00:00,0.0
2024-05-16 22:00:00,0.0
2024-05-16 23:00:00,0.0
2024-05-17 00:00:00,0.0
2024-05-17 01:00:00,0.0
2024-05-17 02:00:00,0.0
2024-05-17 03:00:00,1.688
2024-05-17 04:00:00,3.707
2024-05-17 05:00:00,4.125
2024-05-17 06:00:00,7.03
2024-05-17 07:00:00,7.563
2024-05-17 08:00:00,7.078
2024-05-17 09:00:00,7.894
2024-05-17 10:00:00,6.702
2024-05-17 11:00:00,6.059
2024-05-17 12:00:00,5.353
2024-05-17 13:00:00,4.775
2024-05-17 14:00:00,4.751
2024-05-17 15:00:00,4.906
2024-05-17 16:00:00,4.777
2024-05-17 17:00:00,4.878
2024-05-17 18:00:00,3.375
2024-05-17 19:00:00,2.982
2024-05-17 20:00:00,3.084
2024-05-17 21:00:00,2.448
2024-05-17 22:00:00,4.34
2024-05-17 23:00:00,2.711
2024-05-18 00:00:00,2.587
2024-05-18 01:00:00,3.46
2024-05-18 02:00:00,4.251
2024-05-18 03:00:00,5.304
2024-05-18 04:00:00,5.578
2024-05-18 05:00:00,5.554
2024-05-18 06:00:00,5.572
2024-05-18 07:00:00,6.718
2024-05-18 08:00:00,7.251
2024-05-18 09:00:00,7.095
2024-05-18 10:00:00,6.843
2024-05-18 11:00:00,6.234
2024-05-18 12:00:00,5.231
2024-05-18 13:00:00,4.575
2024-05-18 14:00:00,4.504
2024-05-18 15:00:00,4.395
2024-05-18 16:00:00,4.512
2024-05-18 17:00:00,3.578
2024-05-18 18:00:00,1.986
2024-05-18 19:00:00,1.604
2024-05-18 20:00:00,1.444
2024-05-18 21:00:00,2.491
2024-05-18 22:00:00,3.048
2024-05-18 23:00:00,4.317
2024-05-19 00:00:00,3.933
2024-05-19 01:00:00,4.184
2024-05-19 02:00:00,2.988
2024-05-19 03:00:00,3.545
2024-05-19 04:00:00,5.329
2024-05-19 05:00:00,5.665
2024-05-19 06:00:00,6.502
2024-05-19 07:00:00,6.427
2024-05-19 08:00:00,6.699
2024-05-19 09:00:00,6.929
2024-05-19 10:00:00,7.097
2024-05-19 11:00:00,7.454
2024-05-19 12:00:00,6.71
2024-05-19 13:00:00,6.389
2024-05-19 14:00:00,5.726
2024-05-19 15:00:00,5.044
2024-05-19 16:00:00,5.494
2024-05-19 17:00:00,4.792
2024-05-19 18:00:00,3.846
2024-05-19 19:00:00,2.663
2024-05-19 20:00:00,2.634
2024-05-19 21:00:00,2.068
2024-05-19 22:00:00,1.839
2024-05-19 23:00:00,1.857
2024-05-20 00:00:00,1.809
2024-05-20 01:00:00,1.931
2024-05-20 02:00:00,1.889
2024-05-20 03:00:00,2.317
2024-05-20 04:00:00,4.396
2024-05-20 05:00:00,7.884
2024-05-20 06:00:00,8.741
2024-05-20 07:00:00,8.261
2024-05-20 08:00:00,8.577
2024-05-20 09:00:00,8.282
2024-05-20 10:00:00,7.534
2024-05-20 11:00:00,7.279
2024-05-20 12:00:00,7.192
2024-05-20 13:00:00,7.067
2024-05-20 14:00:00,6.772
2024-05-20 15:00:00,6.092
2024-05-20 16:00:00,6.126
2024-05-20 17:00:00,6.623
2024-05-20 18:00:00,5.92
2024-05-20 19:00:00,4.618
2024-05-20 20:00:00,3.265
2024-05-20 21:00:00,5.516
2024-05-20 22:00:00,6.089
2024-05-20 23:00:00,7.095
2024-05-21 00:00:00,7.767
2024-05-21 01:00:00,8.599
2024-05-21 02:00:00,7.581
2024-05-21 03:00:00,7.868
2024-05-21 04:00:00,7.237
2024-05-21 05:00:00,6.383
2024-05-21 06:00:00,6.207
2024-05-21 07:00:00,5.816
2024-05-21 08:00:00,5.805
2024-05-21 09:00:00,5.851
2024-05-21 10:00:00,5.834
2024-05-21 11:00:00,5.851
2024-05-21 12:00:00,5.788
2024-05-21 13:00:00,5.727
2024-05-21 14:00:00,5.9
2024-05-21 15:00:00,5.782
2024-05-21 16:00:00,5.854
2024-05-21 17:00:00,5.601
2024-05-21 18:00:00,6.068
2024-05-21 19:00:00,5.661
2024-05-21 20:00:00,3.863
2024-05-21 21:00:00,4.111
2024-05-21 22:00:00,2.447
2024-05-21 23:00:00,3.213
2024-05-22 00:00:00,4.384
2024-05-22 01:00:00,4.74
2024-05-22 02:00:00,3.772
2024-05-22 03:00:00,4.382
2024-05-22 04:00:00,5.65
2024-05-22 05:00:00,6.003
2024-05-22 06:00:00,5.381
2024-05-22 07:00:00,5.118
2024-05-22 08:00:00,4.987
2024-05-22 09:00:00,4.797
2024-05-22 10:00:00,4.76
2024-05-22 11:00:00,4.718
2024-05-22 12:00:00,4.595
2024-05-22 13:00:00,4.524
2024-05-22 14:00:00,4.919
2024-05-22 15:00:00,5.06
2024-05-22 16:00:00,4.831
2024-05-22 17:00:00,4.763
2024-05-22 18:00:00,4.467
2024-05-22 19:00:00,3.637
2024-05-22 20:00:00,2.905
2024-05-22 21:00:00,3.079
2024-05-22 22:00:00,2.865
2024-05-22 23:00:00,2.255
2024-05-23 00:00:00,2.909
2024-05-23 01:00:00,4.129
2024-05-23 02:00:00,4.251
2024-05-23 03:00:00,4.199
2024-05-23 04:00:00,3.632
2024-05-23 05:00:00,6.035
2024-05-23 06:00:00,5.754
2024-05-23 07:00:00,5.268
2024-05-23 08:00:00,10.663
2024-05-23 09:00:00,4.926
2024-05-23 10:00:00,4.866
2024-05-23 11:00:00,4.849
2024-05-23 12:00:00,5.057
2024-05-23 13:00:00,4.896
2024-05-23 14:00:00,4.89
2024-05-23 15:00:00,4.847
2024-05-23 16:00:00,5.13
2024-05-23 17:00:00,5.175
2024-05-23 18:00:00,5.046
2024-05-23 19:00:00,4.605
2024-05-23 20:00:00,2.885
2024-05-23 21:00:00,2.967
2024-05-23 22:00:00,2.892
2024-05-23 23:00:00,3.572
2024-05-24 00:00:00,3.112
2024-05-24 01:00:00,3.219
2024-05-24 02:00:00,6.033
2024-05-24 03:00:00,5.673
2024-05-24 04:00:00,6.197
2024-05-24 05:00:00,6.562
2024-05-24 06:00:00,6.229
2024-05-24 07:00:00,5.577
2024-05-24 08:00:00,5.06
2024-05-24 09:00:00,4.482
2024-05-24 10:00:00,4.779
2024-05-24 11:00:00,4.714
2024-05-24 12:00:00,4.637
2024-05-24 13:00:00,4.699
2024-05-24 14:00:00,4.795
2024-05-24 15:00:00,4.743
2024-05-24 16:00:00,4.81
2024-05-24 17:00:00,4.899
2024-05-24 18:00:00,4.698
2024-05-24 19:00:00,4.634
2024-05-24 20:00:00,3.472
2024-05-24 21:00:00,3.396
2024-05-24 22:00:00,3.317
2024-05-24 23:00:00,2.908
2024-05-25 00:00:00,3.048
2024-05-25 01:00:00,3.553
2024-05-25 02:00:00,4.641
2024-05-25 03:00:00,5.362
2024-05-25 04:00:00,4.787
2024-05-25 05:00:00,6.162
2024-05-25 06:00:00,6.318
2024-05-25 07:00:00,5.596
2024-05-25 08:00:00,5.005
2024-05-25 09:00:00,4.588
2024-05-25 10:00:00,4.746
2024-05-25 11:00:00,4.624
2024-05-25 12:00:00,4.707
2024-05-25 13:00:00,4.676
2024-05-25 14:00:00,5.071
2024-05-25 15:00:00,5.098
2024-05-25 16:00:00,5.22
2024-05-25 17:00:00,4.673
2024-05-25 18:00:00,3.828
2024-05-25 19:00:00,4.036
2024-05-25 20:00:00,2.044
2024-05-25 21:00:00,2.011
2024-05-25 22:00:00,2.308
2024-05-25 23:00:00,2.379
2024-05-26 00:00:00,3.037
2024-05-26 01:00:00,3.385
2024-05-26 02:00:00,3.544
2024-05-26 03:00:00,4.926
2024-05-26 04:00:00,5.961
2024-05-26 05:00:00,6.77
2024-05-26 06:00:00,6.514
2024-05-26 07:00:00,6.018
2024-05-26 08:00:00,5.611
2024-05-26 09:00:00,5.457
2024-05-26 10:00:00,4.944
2024-05-26 11:00:00,4.755
2024-05-26 12:00:00,4.864
2024-05-26 13:00:00,4.771
2024-05-26 14:00:00,5.204
2024-05-26 15:00:00,5.153
2024-05-26 16:00:00,4.84
2024-05-26 17:00:00,5.0
2024-05-26 18:00:00,4.181
2024-05-26 19:00:00,3.858
2024-05-26 20:00:00,3.53
2024-05-26 21:00:00,2.544
2024-05-26 22:00:00,2.124
2024-05-26 23:00:00,2.213
2024-05-27 00:00:00,2.311
2024-05-27 01:00:00,2.308
2024-05-27 02:00:00,2.458
2024-05-27 03:00:00,3.575
2024-05-27 04:00:00,5.449
2024-05-27 05:00:00,6.009
2024-05-27 06:00:00,6.336
2024-05-27 07:00:00,6.308
2024-05-27 08:00:00,5.907
2024-05-27 09:00:00,5.527
2024-05-27 10:00:00,5.138
2024-05-27 11:00:00,5.112
2024-05-27 12:00:00,4.672
2024-05-27 13:00:00,4.424
2024-05-27 14:00:00,4.509
2024-05-27 15:00:00,5.073
2024-05-27 16:00:00,5.401
2024-05-27 17:00:00,4.556
2024-05-27 18:00:00,3.986
2024-05-27 19:00:00,2.672
2024-05-27 20:00:00,2.779
2024-05-27 21:00:00,1.978
2024-05-27 22:00:00,1.207
2024-05-27 23:00:00,1.125
2024-05-28 00:00:00,0.959
2024-05-28 01:00:00,0.868
2024-05-28 02:00:00,1.413
2024-05-28 03:00:00,2.613
2024-05-28 04:00:00,4.399
2024-05-28 05:00:00,4.782
2024-05-28 06:00:00,5.118
2024-05-28 07:00:00,4.319
2024-05-28 08:00:00,4.449
2024-05-28 09:00:00,5.09
2024-05-28 10:00:00,4.792
2024-05-28 11:00:00,4.546
2024-05-28 12:00:00,4.388
2024-05-28 13:00:00,4.191
2024-05-28 14:00:00,4.262
2024-05-28 15:00:00,4.376
2024-05-28 16:00:00,4.924
2024-05-28 17:00:00,4.436
2024-05-28 18:00:00,2.831
2024-05-28 19:00:00,2.89
2024-05-28 20:00:00,2.325
2024-05-28 21:00:00,1.575
2024-05-28 22:00:00,1.951
2024-05-28 23:00:00,2.54
2024-05-29 00:00:00,2.743
2024-05-29 01:00:00,1.986
2024-05-29 02:00:00,1.937
2024-05-29 03:00:00,1.72
2024-05-29 04:00:00,1.933
2024-05-29 05:00:00,3.707
2024-05-29 06:00:00,5.011
2024-05-29 07:00:00,6.274
2024-05-29 08:00:00,5.846
2024-05-29 09:00:00,5.339
2024-05-29 10:00:00,4.406
2024-05-29 11:00:00,3.583
2024-05-29 12:00:00,3.343
2024-05-29 13:00:00,3.357
2024-05-29 14:00:00,3.106
2024-05-29 15:00:00,3.446
2024-05-29 16:00:00,3.23
2024-05-29 17:00:00,1.871
2024-05-29 18:00:00,1.822
2024-05-29 19:00:00,0.966
2024-05-29 20:00:00,0.607
2024-05-29 21:00:00,0.351
2024-05-29 22:00:00,0.331
2024-05-29 23:00:00,0.344
2024-05-30 00:00:00,0.364
2024-05-30 01:00:00,0.49
2024-05-30 02:00:00,0.681
2024-05-30 03:00:00,1.03
2024-05-30 04:00:00,1.235
2024-05-30 05:00:00,2.46
2024-05-30 06:00:00,3.75
2024-05-30 07:00:00,3.952
2024-05-30 08:00:00,4.039
2024-05-30 09:00:00,4.338
2024-05-30 10:00:00,4.547
2024-05-30 11:00:00,5.758
2024-05-30 12:00:00,4.509
2024-05-30 13:00:00,4.422
2024-05-30 14:00:00,4.676
2024-05-30 15:00:00,5.211
2024-05-30 16:00:00,5.321
2024-05-30 17:00:00,2.587
2024-05-30 18:00:00,1.916
2024-05-30 19:00:00,1.133
2024-05-30 20:00:00,1.295
2024-05-30 21:00:00,1.239
2024-05-30 22:00:00,1.161
2024-05-30 23:00:00,1.322
2024-05-31 00:00:00,1.384
2024-05-31 01:00:00,1.222
2024-05-31 02:00:00,1.261
2024-05-31 03:00:00,1.118
2024-05-31 04:00:00,1.307
2024-05-31 05:00:00,2.953
2024-05-31 06:00:00,4.431
2024-05-31 07:00:00,5.001
2024-05-31 08:00:00,4.525
2024-05-31 09:00:00,4.823
2024-05-31 10:00:00,4.59
2024-05-31 11:00:00,4.552
2024-05-31 12:00:00,5.138
2024-05-31 13:00:00,5.058
2024-05-31 14:00:00,4.987
2024-05-31 15:00:00,5.43
2024-05-31 16:00:00,5.613
2024-05-31 17:00:00,3.065
2024-05-31 18:00:00,3.028
2024-05-31 19:00:00,2.034
2024-05-31 20:00:00,1.18
2024-05-31 21:00:00,1.473
2024-05-31 22:00:00,1.31
2024-05-31 23:00:00,2.035
2024-06-01 00:00:00,2.295
2024-06-01 01:00:00,4.302
2024-06-01 02:00:00,3.908
2024-06-01 03:00:00,4.153
2024-06-01 04:00:00,6.678
2024-06-01 05:00:00,6.989
2024-06-01 06:00:00,6.681
2024-06-01 07:00:00,5.726
2024-06-01 08:00:00,5.523
2024-06-01 09:00:00,6.278
2024-06-01 10:00:00,6.502
2024-06-01 11:00:00,6.254
2024-06-01 12:00:00,6.394
2024-06-01 13:00:00,6.487
2024-06-01 14:00:00,7.157
2024-06-01 15:00:00,6.82
2024-06-01 16:00:00,4.236
2024-06-01 17:00:00,2.661
2024-06-01 18:00:00,2.421
2024-06-01 19:00:00,1.67
2024-06-01 20:00:00,1.206
2024-06-01 21:00:00,1.108
2024-06-01 22:00:00,1.23
2024-06-01 23:00:00,1.178
2024-06-02 00:00:00,1.435
2024-06-02 01:00:00,1.54
2024-06-02 02:00:00,1.873
2024-06-02 03:00:00,2.077
2024-06-02 04:00:00,2.39
2024-06-02 05:00:00,5.556
2024-06-02 06:00:00,6.241
2024-06-02 07:00:00,5.713
2024-06-02 08:00:00,5.333
2024-06-02 09:00:00,5.162
2024-06-02 10:00:00,5.174
2024-06-02 11:00:00,5.284
2024-06-02 12:00:00,5.313
2024-06-02 13:00:00,5.302
2024-06-02 14:00:00,5.403
2024-06-02 15:00:00,5.567
2024-06-02 16:00:00,5.558
2024-06-02 17:00:00,3.228
2024-06-02 18:00:00,0.941
2024-06-02 19:00:00,1.397
2024-06-02 20:00:00,0.988
2024-06-02 21:00:00,0.66
2024-06-02 22:00:00,0.489
2024-06-02 23:00:00,0.406
2024-06-03 00:00:00,0.412
2024-06-03 01:00:00,0.472
2024-06-03 02:00:00,0.763
2024-06-03 03:00:00,0.88
2024-06-03 04:00:00,1.93
2024-06-03 05:00:00,3.459
2024-06-03 06:00:00,3.136
2024-06-03 07:00:00,3.011
2024-06-03 08:00:00,2.79
2024-06-03 09:00:00,2.577
2024-06-03 10:00:00,2.51
2024-06-03 11:00:00,2.763
2024-06-03 12:00:00,2.65
2024-06-03 13:00:00,2.418
2024-06-03 14:00:00,2.387
2024-06-03 15:00:00,1.744
2024-06-03 16:00:00,1.274
2024-06-03 17:00:00,0.661
2024-06-03 18:00:00,0.713
2024-06-03 19:00:00,0.58
2024-06-03 20:00:00,0.541
2024-06-03 21:00:00,0.562
2024-06-03 22:00:00,0.505
2024-06-03 23:00:00,0.492
2024-06-04 00:00:00,0.508
2024-06-04 01:00:00,0.635
2024-06-04 02:00:00,0.821
2024-06-04 03:00:00,1.327
2024-06-04 04:00:00,1.662
2024-06-04 05:00:00,2.614
2024-06-04 06:00:00,2.562
2024-06-04 07:00:00,1.867
2024-06-04 08:00:00,1.45
2024-06-04 09:00:00,1.196
2024-06-04 10:00:00,1.224
2024-06-04 11:00:00,1.444
2024-06-04 12:00:00,1.923
2024-06-04 13:00:00,2.119
2024-06-04 14:00:00,2.478
2024-06-04 15:00:00,2.608
2024-06-04 16:00:00,2.303
2024-06-04 17:00:00,1.562
2024-06-04 18:00:00,0.842
2024-06-04 19:00:00,0.821
2024-06-04 20:00:00,0.554
2024-06-04 21:00:00,0.661
2024-06-04 22:00:00,0.555
2024-06-04 23:00:00,0.566
2024-06-05 00:00:00,0.519
2024-06-05 01:00:00,0.561
2024-06-05 02:00:00,0.512
2024-06-05 03:00:00,0.699
2024-06-05 04:00:00,0.766
2024-06-05 05:00:00,1.041
2024-06-05 06:00:00,1.66
2024-06-05 07:00:00,1.663
2024-06-05 08:00:00,1.465
2024-06-05 09:00:00,1.542
2024-06-05 10:00:00,1.418
2024-06-05 11:00:00,1.412
2024-06-05 12:00:00,1.488
2024-06-05 13:00:00,1.311
2024-06-05 14:00:00,1.465
2024-06-05 15:00:00,1.649
2024-06-05 16:00:00,1.927
2024-06-05 17:00:00,1.735
2024-06-05 18:00:00,0.856
2024-06-05 19:00:00,0.45
2024-06-05 20:00:00,0.307
2024-06-05 21:00:00,0.297
2024-06-05 22:00:00,0.237
2024-06-05 23:00:00,0.197
2024-06-06 00:00:00,0.154
2024-06-06 01:00:00,0.136
2024-06-06 02:00:00,0.24
2024-06-06 03:00:00,0.518
2024-06-06 04:00:00,0.686
2024-06-06 05:00:00,0.734
2024-06-06 06:00:00,1.025
2024-06-06 07:00:00,0.962
2024-06-06 08:00:00,0.87
2024-06-06 09:00:00,0.948
2024-06-06 10:00:00,0.89
2024-06-06 11:00:00,0.91
2024-06-06 12:00:00,0.958
2024-06-06 13:00:00,0.977
2024-06-06 14:00:00,1.015
2024-06-06 15:00:00,1.118
2024-06-06 16:00:00,1.528
2024-06-06 17:00:00,1.756
2024-06-06 18:00:00,1.34
2024-06-06 19:00:00,0.806
2024-06-06 20:00:00,0.564
2024-06-06 21:00:00,0.399
2024-06-06 22:00:00,0.34
2024-06-06 23:00:00,0.321
2024-06-07 00:00:00,0.232
2024-06-07 01:00:00,0.163
2024-06-07 02:00:00,0.143
2024-06-07 03:00:00,0.16
2024-06-07 04:00:00,0.218
2024-06-07 05:00:00,0.294
2024-06-07 06:00:00,0.78
2024-06-07 07:00:00,1.393
2024-06-07 08:00:00,1.296
2024-06-07 09:00:00,1.097
2024-06-07 10:00:00,1.159
2024-06-07 11:00:00,1.025
2024-06-07 12:00:00,1.067
2024-06-07 13:00:00,1.088
2024-06-07 14:00:00,1.16
2024-06-07 15:00:00,1.267
2024-06-07 16:00:00,1.554
2024-06-07 17:00:00,1.762
2024-06-07 18:00:00,1.407
2024-06-07 19:00:00,1.003
2024-06-07 20:00:00,0.843
2024-06-07 21:00:00,0.641
2024-06-07 22:00:00,0.36
