time,24bspr2a_met_telos,24bspr2a_rcmsg_0052m,24bspr2a_s16_0001m,24bspr2a_s37_0053m
2024-06-25 23:00:00,8.61,2.936,7.407,2.963
2024-06-26 00:00:00,8.46,2.927,7.145,2.961
2024-06-26 01:00:00,8.45,2.846,6.976,2.887
2024-06-26 02:00:00,8.69,2.808,6.872,2.84
2024-06-26 03:00:00,8.24,2.8,6.78,2.831
2024-06-26 04:00:00,8.22,2.788,6.625,2.818
2024-06-26 05:00:00,8.32,2.774,6.437,2.805
2024-06-26 06:00:00,8.11,2.779,6.289,2.804
2024-06-26 07:00:00,7.94,2.801,6.279,2.814
2024-06-26 08:00:00,7.79,2.859,6.218,2.88
2024-06-26 09:00:00,7.72,2.843,6.012,2.872
2024-06-26 10:00:00,7.73,2.871,6.0,2.87
2024-06-26 11:00:00,7.61,2.926,5.979,2.953
2024-06-26 12:00:00,7.2,2.936,5.966,2.96
2024-06-26 13:00:00,6.82,2.939,5.951,2.965
2024-06-26 14:00:00,6.84,2.936,5.936,2.966
2024-06-26 15:00:00,6.85,2.934,5.937,2.96
2024-06-26 16:00:00,6.93,2.93,5.937,2.96
2024-06-26 17:00:00,6.97,2.924,5.94,2.951
2024-06-26 18:00:00,6.87,2.907,5.939,2.938
2024-06-26 19:00:00,6.8,2.943,5.913,2.943
2024-06-26 20:00:00,7.07,3.004,5.914,3.02
2024-06-26 21:00:00,6.94,3.022,5.991,3.048
2024-06-26 22:00:00,6.96,2.953,5.992,2.994
2024-06-26 23:00:00,7.27,2.91,6.001,2.933
2024-06-27 00:00:00,7.26,2.903,5.997,2.938
2024-06-27 01:00:00,7.43,2.838,6.029,2.865
2024-06-27 02:00:00,7.45,2.856,6.054,2.88
2024-06-27 03:00:00,7.62,2.789,6.092,2.83
2024-06-27 04:00:00,7.33,2.736,6.116,2.776
2024-06-27 05:00:00,7.33,2.694,6.137,2.734
2024-06-27 06:00:00,7.09,2.722,6.095,2.735
2024-06-27 07:00:00,6.98,2.81,6.035,2.797
2024-06-27 08:00:00,6.86,2.894,6.031,2.919
2024-06-27 09:00:00,6.83,2.891,5.96,2.913
2024-06-27 10:00:00,6.87,2.879,5.954,2.91
2024-06-27 11:00:00,6.97,2.901,5.943,2.914
2024-06-27 12:00:00,6.98,2.94,5.982,2.966
2024-06-27 13:00:00,6.92,2.938,6.0,2.967
2024-06-27 14:00:00,6.91,2.931,5.991,2.959
2024-06-27 15:00:00,6.83,2.88,5.97,2.928
2024-06-27 16:00:00,6.73,2.822,5.92,2.85
2024-06-27 17:00:00,6.73,2.835,5.883,2.852
2024-06-27 18:00:00,6.68,2.87,5.856,2.886
2024-06-27 19:00:00,6.63,2.891,5.859,2.921
2024-06-27 20:00:00,6.61,2.877,5.873,2.906
2024-06-27 21:00:00,6.69,2.872,5.901,2.896
2024-06-27 22:00:00,6.7,2.878,5.921,2.901
2024-06-27 23:00:00,6.65,2.889,5.942,2.918
2024-06-28 00:00:00,6.64,2.883,5.945,2.911
2024-06-28 01:00:00,6.62,2.835,5.942,2.898
2024-06-28 02:00:00,6.63,2.76,5.882,2.793
2024-06-28 03:00:00,6.69,2.657,5.918,2.695
2024-06-28 04:00:00,6.53,2.639,5.951,2.66
2024-06-28 05:00:00,6.52,2.682,5.958,2.689
2024-06-28 06:00:00,6.5,2.716,5.963,2.738
2024-06-28 07:00:00,6.51,2.726,5.957,2.745
2024-06-28 08:00:00,6.48,2.718,5.938,2.742
2024-06-28 09:00:00,6.46,2.686,5.892,2.706
2024-06-28 10:00:00,6.39,2.777,5.926,2.758
2024-06-28 11:00:00,6.39,2.883,5.96,2.903
2024-06-28 12:00:00,6.37,2.872,5.97,2.906
2024-06-28 13:00:00,6.25,2.833,5.968,2.865
2024-06-28 14:00:00,6.24,2.788,5.972,2.815
2024-06-28 15:00:00,6.31,2.774,5.972,2.805
2024-06-28 16:00:00,6.38,2.746,5.929,2.79
2024-06-28 17:00:00,6.39,2.688,5.85,2.729
2024-06-28 18:00:00,6.45,2.648,5.9,2.678
2024-06-28 19:00:00,6.55,2.65,5.934,2.668
2024-06-28 20:00:00,6.56,2.698,5.952,2.718
2024-06-28 21:00:00,6.69,2.706,5.967,2.73
2024-06-28 22:00:00,6.79,2.696,5.959,2.718
2024-06-28 23:00:00,6.87,2.676,5.993,2.704
2024-06-29 00:00:00,6.9,2.658,6.018,2.69
2024-06-29 01:00:00,6.92,2.654,6.018,2.677
2024-06-29 02:00:00,7.06,2.668,5.992,2.691
2024-06-29 03:00:00,6.78,2.676,6.008,2.701
2024-06-29 04:00:00,6.81,2.632,6.036,2.673
2024-06-29 05:00:00,6.81,2.56,6.046,2.594
2024-06-29 06:00:00,6.71,2.526,6.061,2.558
2024-06-29 07:00:00,6.77,2.523,6.073,2.546
2024-06-29 08:00:00,6.89,2.551,6.061,2.566
2024-06-29 09:00:00,6.89,2.596,6.052,2.613
2024-06-29 10:00:00,6.97,2.626,6.021,2.649
2024-06-29 11:00:00,6.81,2.646,6.058,2.67
2024-06-29 12:00:00,6.83,2.686,6.079,2.699
2024-06-29 13:00:00,6.91,2.771,6.076,2.789
2024-06-29 14:00:00,6.77,2.79,6.074,2.817
2024-06-29 15:00:00,7.12,2.78,6.068,2.808
2024-06-29 16:00:00,7.01,2.746,6.012,2.793
2024-06-29 17:00:00,7.18,2.688,6.001,2.727
2024-06-29 18:00:00,7.25,2.613,6.032,2.667
2024-06-29 19:00:00,7.16,2.542,6.069,2.573
2024-06-29 20:00:00,7.28,2.519,6.097,2.549
2024-06-29 21:00:00,7.41,2.517,6.129,2.54
2024-06-29 22:00:00,7.24,2.546,6.115,2.567
2024-06-29 23:00:00,7.08,2.577,6.11,2.599
2024-06-30 00:00:00,7.03,2.61,6.117,2.628
2024-06-30 01:00:00,7.18,2.656,6.122,2.673
2024-06-30 02:00:00,7.1,2.684,6.111,2.708
2024-06-30 03:00:00,7.16,2.689,6.11,2.712
2024-06-30 04:00:00,7.1,2.671,6.116,2.707
2024-06-30 05:00:00,7.14,2.633,6.131,2.672
2024-06-30 06:00:00,7.31,2.581,6.135,2.615
2024-06-30 07:00:00,7.07,2.559,6.142,2.585
2024-06-30 08:00:00,7.21,2.562,6.143,2.583
2024-06-30 09:00:00,7.06,2.606,6.136,2.618
2024-06-30 10:00:00,7.08,2.665,6.121,2.683
2024-06-30 11:00:00,6.88,2.692,6.165,2.715
2024-06-30 12:00:00,6.83,2.737,6.178,2.748
2024-06-30 13:00:00,6.71,2.787,6.151,2.806
2024-06-30 14:00:00,6.64,2.798,6.143,2.829
2024-06-30 15:00:00,6.53,2.792,6.15,2.823
2024-06-30 16:00:00,6.56,2.779,6.176,2.809
2024-06-30 17:00:00,6.56,2.742,6.2,2.789
2024-06-30 18:00:00,6.59,2.652,6.19,2.699
2024-06-30 19:00:00,6.62,2.552,6.239,2.592
2024-06-30 20:00:00,6.79,2.518,6.308,2.546
2024-06-30 21:00:00,7.0,2.504,6.362,2.532
2024-06-30 22:00:00,6.93,2.522,6.412,2.543
2024-06-30 23:00:00,7.18,2.571,6.378,2.583
2024-07-01 00:00:00,7.61,2.61,6.485,2.628
2024-07-01 01:00:00,7.52,2.625,6.601,2.648
2024-07-01 02:00:00,7.59,2.67,6.658,2.688
2024-07-01 03:00:00,7.57,2.71,6.72,2.728
2024-07-01 04:00:00,7.53,2.737,6.803,2.76
2024-07-01 05:00:00,7.39,2.73,6.986,2.758
2024-07-01 06:00:00,7.25,2.711,6.945,2.744
2024-07-01 07:00:00,7.19,2.694,7.099,2.723
2024-07-01 08:00:00,7.1,2.692,7.088,2.718
2024-07-01 09:00:00,7.07,2.704,7.068,2.731
2024-07-01 10:00:00,7.0,2.711,7.074,2.735
2024-07-01 11:00:00,6.85,2.702,7.071,2.734
2024-07-01 12:00:00,6.665,2.708,6.852,2.732
2024-07-01 13:00:00,6.48,2.743,6.659,2.758
2024-07-01 14:00:00,6.5,2.782,6.652,2.801
2024-07-01 15:00:00,6.58,2.798,6.556,2.817
2024-07-01 16:00:00,6.77,2.798,6.432,2.828
2024-07-01 17:00:00,6.91,2.79,6.501,2.818
2024-07-01 18:00:00,6.79,2.742,6.581,2.794
2024-07-01 19:00:00,6.86,2.625,6.547,2.681
2024-07-01 20:00:00,6.93,2.552,6.562,2.587
2024-07-01 21:00:00,7.0,2.547,6.828,2.565
2024-07-01 22:00:00,7.19,2.638,6.948,2.653
2024-07-01 23:00:00,7.36,2.692,7.143,2.712
2024-07-02 00:00:00,7.1,2.702,7.204,2.719
2024-07-02 01:00:00,7.02,2.707,6.918,2.735
2024-07-02 02:00:00,6.65,2.702,6.873,2.726
2024-07-02 03:00:00,6.37,2.681,6.879,2.704
2024-07-02 04:00:00,6.27,2.724,6.879,2.736
2024-07-02 05:00:00,6.02,2.766,6.949,2.788
2024-07-02 06:00:00,5.32,2.77,6.957,2.799
2024-07-02 07:00:00,4.67,2.762,6.992,2.79
2024-07-02 08:00:00,4.29,2.75,6.986,2.772
2024-07-02 09:00:00,4.1,2.748,6.942,2.776
2024-07-02 10:00:00,3.8,2.741,6.886,2.763
2024-07-02 11:00:00,3.7,2.712,6.826,2.744
2024-07-02 12:00:00,3.75,2.702,6.81,2.729
2024-07-02 13:00:00,3.69,2.702,6.796,2.727
2024-07-02 14:00:00,3.71,2.708,6.788,2.734
2024-07-02 15:00:00,3.82,2.716,6.78,2.742
2024-07-02 16:00:00,4.6,2.722,6.785,2.752
2024-07-02 17:00:00,4.6,2.731,6.805,2.752
2024-07-02 18:00:00,5.07,2.743,6.837,2.77
2024-07-02 19:00:00,4.53,2.698,6.96,2.735
2024-07-02 20:00:00,4.82,2.645,7.067,2.679
2024-07-02 21:00:00,4.87,2.662,7.134,2.664
2024-07-02 22:00:00,4.85,2.715,7.34,2.738
2024-07-02 23:00:00,5.11,2.742,7.491,2.764
2024-07-03 00:00:00,5.31,2.756,7.892,2.778
2024-07-03 01:00:00,5.62,2.752,8.132,2.778
2024-07-03 02:00:00,5.6,2.753,8.313,2.774
2024-07-03 03:00:00,5.7,2.763,8.246,2.79
2024-07-03 04:00:00,5.59,2.758,8.209,2.786
2024-07-03 05:00:00,5.53,2.725,8.172,2.751
2024-07-03 06:00:00,5.93,2.712,8.123,2.736
2024-07-03 07:00:00,5.71,2.726,8.124,2.744
2024-07-03 08:00:00,5.66,2.746,7.942,2.775
2024-07-03 09:00:00,5.92,2.742,7.891,2.778
2024-07-03 10:00:00,5.82,2.737,7.878,2.775
2024-07-03 11:00:00,5.66,2.724,7.684,2.756
2024-07-03 12:00:00,5.88,2.726,7.519,2.752
2024-07-03 13:00:00,5.83,2.75,7.406,2.766
2024-07-03 14:00:00,5.77,2.804,7.424,2.82
2024-07-03 15:00:00,5.57,2.824,7.337,2.844
2024-07-03 16:00:00,5.41,2.817,7.341,2.842
2024-07-03 17:00:00,5.66,2.778,7.325,2.819
2024-07-03 18:00:00,6.07,2.74,7.305,2.773
2024-07-03 19:00:00,6.32,2.732,7.306,2.754
2024-07-03 20:00:00,6.45,2.73,7.402,2.759
2024-07-03 21:00:00,6.52,2.724,7.408,2.753
2024-07-03 22:00:00,6.83,2.738,7.49,2.756
2024-07-03 23:00:00,7.02,2.757,7.526,2.78
2024-07-04 00:00:00,6.86,2.763,7.546,2.79
2024-07-04 01:00:00,7.01,2.766,7.594,2.791
2024-07-04 02:00:00,7.28,2.771,7.551,2.795
2024-07-04 03:00:00,7.42,2.782,7.589,2.8
2024-07-04 04:00:00,7.44,2.784,7.643,2.805
2024-07-04 05:00:00,7.56,2.78,7.648,2.805
2024-07-04 06:00:00,7.59,2.764,7.631,2.804
2024-07-04 07:00:00,7.57,2.742,7.56,2.771
2024-07-04 08:00:00,7.5,2.738,7.559,2.765
2024-07-04 09:00:00,7.55,2.747,7.563,2.773
2024-07-04 10:00:00,7.61,2.752,7.55,2.776
2024-07-04 11:00:00,7.72,2.748,7.542,2.774
2024-07-04 12:00:00,7.78,2.753,7.537,2.775
2024-07-04 13:00:00,7.86,2.763,7.481,2.785
2024-07-04 14:00:00,7.92,2.788,7.488,2.812
2024-07-04 15:00:00,7.75,2.802,7.47,2.825
2024-07-04 16:00:00,7.63,2.8,7.454,2.829
2024-07-04 17:00:00,7.62,2.786,7.43,2.813
2024-07-04 18:00:00,7.49,2.767,7.405,2.794
2024-07-04 19:00:00,7.48,2.749,7.352,2.778
2024-07-04 20:00:00,7.57,2.738,7.348,2.769
2024-07-04 21:00:00,7.57,2.71,7.301,2.745
2024-07-04 22:00:00,7.68,2.698,7.276,2.723
2024-07-04 23:00:00,7.61,2.732,7.273,2.738
2024-07-05 00:00:00,7.56,2.756,7.284,2.776
2024-07-05 01:00:00,7.51,2.762,7.247,2.786
2024-07-05 02:00:00,7.4,2.766,7.19,2.794
2024-07-05 03:00:00,7.3,2.772,7.172,2.797
2024-07-05 04:00:00,7.22,2.774,7.174,2.794
2024-07-05 05:00:00,7.22,2.778,7.275,2.8
2024-07-05 06:00:00,7.085,2.767,7.272,2.796
2024-07-05 07:00:00,6.95,2.75,7.17,2.773
2024-07-05 08:00:00,6.695,2.748,7.11,2.773
2024-07-05 09:00:00,6.44,2.762,7.117,2.783
2024-07-05 10:00:00,6.27,2.765,7.108,2.788
2024-07-05 11:00:00,5.62,2.771,7.098,2.798
2024-07-05 12:00:00,5.3,2.77,7.094,2.795
2024-07-05 13:00:00,4.92,2.765,7.092,2.794
2024-07-05 14:00:00,4.86,2.771,7.059,2.796
2024-07-05 15:00:00,5.16,2.782,7.06,2.806
2024-07-05 16:00:00,5.32,2.796,7.071,2.818
2024-07-05 17:00:00,5.44,2.8,7.091,2.827
2024-07-05 18:00:00,5.56,2.785,7.104,2.818
2024-07-05 19:00:00,5.85,2.774,7.109,2.803
2024-07-05 20:00:00,6.17,2.757,7.111,2.788
2024-07-05 21:00:00,6.26,2.715,7.142,2.754
2024-07-05 22:00:00,6.42,2.68,7.207,2.706
2024-07-05 23:00:00,6.56,2.706,7.261,2.718
2024-07-06 00:00:00,6.6,2.747,7.332,2.77
2024-07-06 01:00:00,6.64,2.766,7.382,2.792
2024-07-06 02:00:00,6.7,2.774,7.441,2.8
2024-07-06 03:00:00,6.61,2.778,7.461,2.802
2024-07-06 04:00:00,6.52,2.79,7.466,2.811
2024-07-06 05:00:00,6.43,2.786,7.45,2.813
2024-07-06 06:00:00,6.4,2.784,7.405,2.806
2024-07-06 07:00:00,6.44,2.766,7.369,2.78
2024-07-06 08:00:00,6.43,2.741,7.357,2.772
2024-07-06 09:00:00,6.38,2.749,7.322,2.772
2024-07-06 10:00:00,6.41,2.766,7.331,2.79
2024-07-06 11:00:00,6.38,2.776,7.328,2.801
2024-07-06 12:00:00,6.32,2.774,7.326,2.805
2024-07-06 13:00:00,6.31,2.776,7.317,2.798
2024-07-06 14:00:00,5.93,2.778,7.312,2.799
2024-07-06 15:00:00,5.61,2.786,7.305,2.809
2024-07-06 16:00:00,4.98,2.803,7.329,2.826
2024-07-06 17:00:00,5.07,2.821,7.341,2.842
2024-07-06 18:00:00,5.19,2.821,7.354,2.849
2024-07-06 19:00:00,4.87,2.81,7.393,2.841
2024-07-06 20:00:00,5.01,2.792,7.435,2.824
2024-07-06 21:00:00,5.07,2.756,7.538,2.792
2024-07-06 22:00:00,5.38,2.723,7.658,2.751
2024-07-06 23:00:00,5.79,2.73,7.711,2.752
2024-07-07 00:00:00,5.99,2.76,7.816,2.776
2024-07-07 01:00:00,5.85,2.786,7.887,2.804
2024-07-07 02:00:00,6.12,2.789,7.924,2.818
2024-07-07 03:00:00,6.13,2.803,8.07,2.828
2024-07-07 04:00:00,6.32,2.818,7.938,2.839
2024-07-07 05:00:00,6.33,2.826,8.297,2.852
2024-07-07 06:00:00,6.37,2.835,8.274,2.852
2024-07-07 07:00:00,6.33,2.843,8.508,2.861
2024-07-07 08:00:00,6.27,2.788,8.432,2.84
2024-07-07 09:00:00,6.21,2.751,8.459,2.78
2024-07-07 10:00:00,6.26,2.752,8.336,2.778
2024-07-07 11:00:00,6.12,2.761,8.103,2.785
2024-07-07 12:00:00,6.29,2.768,8.109,2.789
2024-07-07 13:00:00,5.95,2.767,8.014,2.794
2024-07-07 14:00:00,5.94,2.76,7.907,2.788
2024-07-07 15:00:00,5.92,2.767,7.798,2.793
2024-07-07 16:00:00,5.9,2.788,7.775,2.809
2024-07-07 17:00:00,5.79,2.822,7.783,2.843
2024-07-07 18:00:00,5.86,2.846,7.8,2.87
2024-07-07 19:00:00,6.0,2.851,7.83,2.879
2024-07-07 20:00:00,6.03,2.829,7.879,2.858
2024-07-07 21:00:00,6.39,2.792,7.932,2.829
2024-07-07 22:00:00,6.5,2.76,8.105,2.787
2024-07-07 23:00:00,6.71,2.779,8.192,2.798
2024-07-08 00:00:00,6.6,2.804,8.239,2.826
2024-07-08 01:00:00,6.77,2.803,8.268,2.826
2024-07-08 02:00:00,6.83,2.812,8.332,2.836
2024-07-08 03:00:00,6.94,2.821,8.28,2.846
2024-07-08 04:00:00,6.8,2.836,8.324,2.857
2024-07-08 05:00:00,6.58,2.848,8.393,2.868
2024-07-08 06:00:00,6.46,2.859,8.401,2.883
2024-07-08 07:00:00,6.44,2.89,8.308,2.914
2024-07-08 08:00:00,6.33,2.886,8.296,2.905
2024-07-08 09:00:00,6.08,2.805,8.329,2.838
2024-07-08 10:00:00,6.0,2.756,8.232,2.785
2024-07-08 11:00:00,5.87,2.758,8.21,2.781
2024-07-08 12:00:00,5.74,2.769,8.194,2.793
2024-07-08 13:00:00,5.77,2.762,8.182,2.791
2024-07-08 14:00:00,5.71,2.766,8.182,2.791
2024-07-08 15:00:00,5.7,2.761,8.154,2.788
2024-07-08 16:00:00,5.69,2.768,8.147,2.79
2024-07-08 17:00:00,5.97,2.787,8.168,2.809
2024-07-08 18:00:00,6.2,2.832,8.208,2.852
2024-07-08 19:00:00,6.44,2.85,8.272,2.874
2024-07-08 20:00:00,6.61,2.846,8.332,2.876
2024-07-08 21:00:00,6.9,2.818,8.375,2.852
2024-07-08 22:00:00,7.23,2.785,8.421,2.817
2024-07-08 23:00:00,7.41,2.767,8.46,2.792
2024-07-09 00:00:00,7.56,2.814,8.487,2.827
2024-07-09 01:00:00,7.35,2.846,8.457,2.879
2024-07-09 02:00:00,7.49,2.844,8.425,2.873
2024-07-09 03:00:00,7.49,2.845,8.38,2.871
2024-07-09 04:00:00,7.55,2.856,8.379,2.877
2024-07-09 05:00:00,7.58,2.867,8.348,2.89
2024-07-09 06:00:00,7.5,2.896,8.34,2.918
2024-07-09 07:00:00,7.62,2.941,8.318,2.956
2024-07-09 08:00:00,7.68,2.931,8.249,2.966
2024-07-09 09:00:00,7.77,2.848,8.223,2.881
2024-07-09 10:00:00,7.86,2.808,8.184,2.826
2024-07-09 11:00:00,7.81,2.775,8.11,2.807
2024-07-09 12:00:00,7.77,2.772,8.141,2.796
2024-07-09 13:00:00,7.76,2.77,8.113,2.8
2024-07-09 14:00:00,7.75,2.77,8.113,2.799
2024-07-09 15:00:00,7.71,2.77,8.109,2.798
2024-07-09 16:00:00,7.59,2.77,8.109,2.797
2024-07-09 17:00:00,7.52,2.806,8.113,2.818
2024-07-09 18:00:00,7.55,2.863,8.116,2.871
2024-07-09 19:00:00,7.54,2.918,8.123,2.936
2024-07-09 20:00:00,7.51,2.947,8.105,2.969
2024-07-09 21:00:00,7.48,2.944,8.058,2.975
2024-07-09 22:00:00,7.45,2.92,8.034,2.953
2024-07-09 23:00:00,7.44,2.868,8.099,2.91
2024-07-10 00:00:00,7.38,2.837,8.084,2.866
2024-07-10 01:00:00,7.26,2.856,8.043,2.87
2024-07-10 02:00:00,7.16,2.92,8.033,2.931
2024-07-10 03:00:00,7.15,2.944,8.027,2.97
2024-07-10 04:00:00,7.09,2.942,8.028,2.969
2024-07-10 05:00:00,7.02,2.955,8.03,2.982
2024-07-10 06:00:00,6.9,2.973,8.037,2.998
2024-07-10 07:00:00,6.65,2.989,8.038,3.012
2024-07-10 08:00:00,6.56,2.985,8.024,3.014
2024-07-10 09:00:00,6.51,2.98,8.027,3.007
2024-07-10 10:00:00,6.43,2.956,8.019,2.982
2024-07-10 11:00:00,6.5,2.92,7.959,2.947
2024-07-10 12:00:00,6.49,2.88,7.929,2.91
2024-07-10 13:00:00,6.58,2.849,7.908,2.88
2024-07-10 14:00:00,6.79,2.836,7.908,2.867
2024-07-10 15:00:00,6.61,2.831,7.901,2.861
2024-07-10 16:00:00,6.53,2.858,7.882,2.869
2024-07-10 17:00:00,6.29,2.921,7.85,2.927
2024-07-10 18:00:00,6.64,2.976,7.821,2.997
2024-07-10 19:00:00,6.98,2.982,7.803,3.01
2024-07-10 20:00:00,6.91,2.977,7.816,3.006
2024-07-10 21:00:00,6.15,2.976,7.823,3.005
2024-07-10 22:00:00,6.27,2.978,7.862,3.006
2024-07-10 23:00:00,6.99,2.983,7.884,3.008
2024-07-11 00:00:00,7.27,2.982,7.905,3.009
2024-07-11 01:00:00,7.31,2.977,7.936,3.006
2024-07-11 02:00:00,7.17,2.97,7.964,2.994
2024-07-11 03:00:00,7.18,2.972,8.025,3.002
2024-07-11 04:00:00,7.0,2.982,8.055,3.009
2024-07-11 05:00:00,6.97,2.987,8.064,3.014
2024-07-11 06:00:00,7.01,2.983,8.051,3.013
2024-07-11 07:00:00,6.9,2.982,8.011,3.011
2024-07-11 08:00:00,6.55,2.986,7.968,3.011
2024-07-11 09:00:00,6.77,2.98,7.946,3.01
2024-07-11 10:00:00,6.73,2.978,7.932,3.004
2024-07-11 11:00:00,6.71,2.98,7.928,3.006
2024-07-11 12:00:00,6.58,2.974,7.914,3.004
2024-07-11 13:00:00,6.65,2.956,7.912,2.991
2024-07-11 14:00:00,6.6,2.937,7.911,2.968
2024-07-11 15:00:00,6.75,2.926,7.908,2.957
2024-07-11 16:00:00,7.05,2.938,7.912,2.96
2024-07-11 17:00:00,7.19,2.958,7.928,2.984
2024-07-11 18:00:00,7.11,2.979,7.942,3.006
2024-07-11 19:00:00,7.35,2.98,7.941,3.008
2024-07-11 20:00:00,7.6,2.975,7.966,3.004
2024-07-11 21:00:00,7.76,2.974,7.973,3.002
2024-07-11 22:00:00,7.89,2.972,7.977,3.0
2024-07-11 23:00:00,7.97,2.974,7.99,3.001
2024-07-12 00:00:00,8.04,2.977,8.003,3.004
2024-07-12 01:00:00,8.14,2.98,8.014,3.007
2024-07-12 02:00:00,8.13,2.978,8.021,3.009
2024-07-12 03:00:00,8.12,2.982,8.016,3.006
2024-07-12 04:00:00,8.09,2.984,7.996,3.008
2024-07-12 05:00:00,7.51,2.984,7.949,3.01
2024-07-12 06:00:00,7.11,2.985,7.911,3.012
2024-07-12 07:00:00,6.88,2.984,7.842,3.011
2024-07-12 08:00:00,6.89,2.982,7.772,3.01
2024-07-12 09:00:00,6.91,2.981,7.725,3.006
2024-07-12 10:00:00,6.79,2.975,7.744,3.003
2024-07-12 11:00:00,7.0,2.974,7.774,3.002
2024-07-12 12:00:00,7.04,2.979,7.735,3.006
2024-07-12 13:00:00,6.53,2.98,7.73,3.007
2024-07-12 14:00:00,6.54,2.98,7.753,3.007
2024-07-12 15:00:00,6.5,2.976,7.774,3.006
2024-07-12 16:00:00,6.22,2.975,7.757,3.005
2024-07-12 17:00:00,6.7,2.974,7.735,3.001
2024-07-12 18:00:00,6.13,2.968,7.732,2.996
2024-07-12 19:00:00,6.13,2.956,7.737,2.987
2024-07-12 20:00:00,6.08,2.948,7.733,2.975
2024-07-12 21:00:00,6.39,2.952,7.709,2.98
2024-07-12 22:00:00,6.67,2.957,7.727,2.987
2024-07-12 23:00:00,6.77,2.958,7.741,2.986
2024-07-13 00:00:00,6.24,2.959,7.777,2.986
2024-07-13 01:00:00,6.24,2.962,7.807,2.989
2024-07-13 02:00:00,6.11,2.961,7.82,2.988
2024-07-13 03:00:00,6.1,2.932,7.825,2.968
2024-07-13 04:00:00,5.9,2.895,7.812,2.927
2024-07-13 05:00:00,5.83,2.869,7.801,2.9
2024-07-13 06:00:00,5.73,2.864,7.789,2.881
2024-07-13 07:00:00,5.63,2.892,7.783,2.914
2024-07-13 08:00:00,5.74,2.888,7.777,2.916
2024-07-13 09:00:00,5.99,2.939,7.776,2.961
2024-07-13 10:00:00,6.25,2.946,7.774,2.977
2024-07-13 11:00:00,6.28,2.956,7.77,2.977
2024-07-13 12:00:00,6.31,2.96,7.768,2.988
2024-07-13 13:00:00,6.34,2.951,7.769,2.98
2024-07-13 14:00:00,6.23,2.952,7.778,2.978
2024-07-13 15:00:00,5.64,2.95,7.78,2.979
2024-07-13 16:00:00,5.6,2.949,7.776,2.983
2024-07-13 17:00:00,5.93,2.884,7.771,2.921
2024-07-13 18:00:00,6.55,2.874,7.764,2.893
2024-07-13 19:00:00,6.74,2.894,7.764,2.922
2024-07-13 20:00:00,6.59,2.892,7.772,2.922
2024-07-13 21:00:00,6.81,2.894,7.784,2.919
2024-07-13 22:00:00,6.62,2.918,7.796,2.941
2024-07-13 23:00:00,6.59,2.934,7.806,2.961
2024-07-14 00:00:00,6.91,2.942,7.819,2.968
2024-07-14 01:00:00,7.03,2.947,7.836,2.973
2024-07-14 02:00:00,6.98,2.946,7.838,2.975
2024-07-14 03:00:00,7.13,2.946,7.837,2.978
2024-07-14 04:00:00,7.22,2.94,7.83,2.969
2024-07-14 05:00:00,7.15,2.926,7.815,2.956
2024-07-14 06:00:00,7.18,2.922,7.81,2.949
2024-07-14 07:00:00,7.19,2.941,7.801,2.965
2024-07-14 08:00:00,7.26,2.946,7.794,2.974
2024-07-14 09:00:00,7.18,2.948,7.788,2.974
2024-07-14 10:00:00,7.22,2.958,7.78,2.978
2024-07-14 11:00:00,7.34,3.044,7.756,3.064
2024-07-14 12:00:00,7.28,3.067,7.717,3.093
2024-07-14 13:00:00,7.2,3.062,7.671,3.092
2024-07-14 14:00:00,7.03,3.062,7.613,3.092
2024-07-14 15:00:00,6.93,3.054,7.572,3.087
2024-07-14 16:00:00,6.87,3.036,7.559,3.071
2024-07-14 17:00:00,6.77,3.0,7.55,3.034
2024-07-14 18:00:00,6.77,2.948,7.525,2.98
2024-07-14 19:00:00,6.77,2.939,7.523,2.967
2024-07-14 20:00:00,6.77,2.952,7.533,2.972
2024-07-14 21:00:00,6.81,2.956,7.539,2.984
2024-07-14 22:00:00,6.92,2.953,7.545,2.981
2024-07-14 23:00:00,6.98,2.972,7.554,2.988
2024-07-15 00:00:00,6.99,3.013,7.555,3.028
2024-07-15 01:00:00,7.02,3.061,7.557,3.085
2024-07-15 02:00:00,7.02,3.077,7.565,3.103
2024-07-15 03:00:00,6.95,3.081,7.571,3.107
2024-07-15 04:00:00,6.96,3.08,7.568,3.108
2024-07-15 05:00:00,6.86,3.079,7.56,3.108
2024-07-15 06:00:00,6.9,3.077,7.549,3.103
2024-07-15 07:00:00,6.92,3.074,7.547,3.099
2024-07-15 08:00:00,6.91,3.074,7.545,3.101
2024-07-15 09:00:00,6.87,3.068,7.546,3.095
2024-07-15 10:00:00,6.74,3.046,7.551,3.086
2024-07-15 11:00:00,6.48,3.028,7.55,3.044
2024-07-15 12:00:00,6.61,3.068,7.539,3.075
2024-07-15 13:00:00,6.55,3.089,7.528,3.115
2024-07-15 14:00:00,6.55,3.09,7.523,3.116
2024-07-15 15:00:00,6.56,3.084,7.524,3.11
2024-07-15 16:00:00,6.59,3.066,7.534,3.074
2024-07-15 17:00:00,6.6,3.06,7.536,3.089
2024-07-15 18:00:00,6.65,2.997,7.547,3.02
2024-07-15 19:00:00,6.7,2.92,7.582,2.962
2024-07-15 20:00:00,6.75,2.91,7.614,2.931
2024-07-15 21:00:00,,2.924,7.651,2.949
2024-07-15 22:00:00,,2.933,7.694,2.966
2024-07-15 23:00:00,,2.934,7.728,2.957
