time,24bspr2a_rcmsg_0052m,24bspr2a_s16_0001m,24bspr2a_s37_0053m
2024-09-04 15:00:00,3.345,8.992,3.374
2024-09-04 16:00:00,3.342,8.992,3.37
2024-09-04 17:00:00,3.349,8.996,3.373
2024-09-04 18:00:00,3.352,8.997,3.38
2024-09-04 19:00:00,3.35,8.996,3.38
2024-09-04 20:00:00,3.342,8.996,3.364
2024-09-04 21:00:00,3.307,9.0,3.34
2024-09-04 22:00:00,3.335,9.002,3.357
2024-09-04 23:00:00,3.351,9.009,3.378
2024-09-05 00:00:00,3.346,9.01,3.376
2024-09-05 01:00:00,3.338,9.018,3.366
2024-09-05 02:00:00,3.346,9.019,3.37
2024-09-05 03:00:00,3.362,9.018,3.388
2024-09-05 04:00:00,3.367,9.015,3.398
2024-09-05 05:00:00,3.362,9.006,3.386
2024-09-05 06:00:00,3.33,9.001,3.364
2024-09-05 07:00:00,3.343,8.994,3.362
2024-09-05 08:00:00,3.336,8.985,3.374
2024-09-05 09:00:00,3.288,8.976,3.333
2024-09-05 10:00:00,3.266,8.963,3.29
2024-09-05 11:00:00,3.286,8.955,3.304
2024-09-05 12:00:00,3.327,8.952,3.345
2024-09-05 13:00:00,3.346,8.954,3.37
2024-09-05 14:00:00,3.35,8.962,3.378
2024-09-05 15:00:00,3.326,8.971,3.352
2024-09-05 16:00:00,3.314,8.974,3.336
2024-09-05 17:00:00,3.317,8.978,3.342
2024-09-05 18:00:00,3.238,8.979,3.272
2024-09-05 19:00:00,3.201,8.992,3.238
2024-09-05 20:00:00,3.186,8.997,3.217
2024-09-05 21:00:00,3.186,8.997,3.214
2024-09-05 22:00:00,3.194,8.993,3.219
2024-09-05 23:00:00,3.224,9.002,3.242
2024-09-06 00:00:00,3.276,9.004,3.294
2024-09-06 01:00:00,3.254,9.007,3.287
2024-09-06 02:00:00,3.212,9.012,3.237
2024-09-06 03:00:00,3.218,9.011,3.243
2024-09-06 04:00:00,3.22,9.011,3.248
2024-09-06 05:00:00,3.215,9.007,3.245
2024-09-06 06:00:00,3.211,9.007,3.239
2024-09-06 07:00:00,3.21,9.007,3.238
2024-09-06 08:00:00,3.206,9.005,3.234
2024-09-06 09:00:00,3.204,9.001,3.23
2024-09-06 10:00:00,3.198,8.998,3.227
2024-09-06 11:00:00,3.198,8.993,3.225
2024-09-06 12:00:00,3.198,8.99,3.227
2024-09-06 13:00:00,3.204,8.984,3.231
2024-09-06 14:00:00,3.218,8.98,3.244
2024-09-06 15:00:00,3.235,8.979,3.257
2024-09-06 16:00:00,3.249,8.975,3.276
2024-09-06 17:00:00,3.252,8.974,3.282
2024-09-06 18:00:00,3.25,8.973,3.278
2024-09-06 19:00:00,3.248,8.971,3.277
2024-09-06 20:00:00,3.238,8.97,3.268
2024-09-06 21:00:00,3.234,8.967,3.263
2024-09-06 22:00:00,3.225,8.967,3.258
2024-09-06 23:00:00,3.225,8.967,3.252
2024-09-07 00:00:00,3.223,8.97,3.25
2024-09-07 01:00:00,3.225,8.973,3.251
2024-09-07 02:00:00,3.233,8.968,3.258
2024-09-07 03:00:00,3.244,8.966,3.269
2024-09-07 04:00:00,3.25,8.961,3.277
2024-09-07 05:00:00,3.25,8.964,3.278
2024-09-07 06:00:00,3.248,8.964,3.275
2024-09-07 07:00:00,3.246,8.96,3.274
2024-09-07 08:00:00,3.24,8.956,3.271
2024-09-07 09:00:00,3.234,8.949,3.264
2024-09-07 10:00:00,3.23,8.945,3.259
2024-09-07 11:00:00,3.23,8.943,3.256
2024-09-07 12:00:00,3.234,8.94,3.26
2024-09-07 13:00:00,3.24,8.942,3.264
2024-09-07 14:00:00,3.256,8.946,3.279
2024-09-07 15:00:00,3.288,8.95,3.304
2024-09-07 16:00:00,3.296,8.949,3.319
2024-09-07 17:00:00,3.304,8.948,3.33
2024-09-07 18:00:00,3.304,8.946,3.334
2024-09-07 19:00:00,3.293,8.949,3.323
2024-09-07 20:00:00,3.277,8.955,3.308
2024-09-07 21:00:00,3.262,8.964,3.292
2024-09-07 22:00:00,3.255,8.971,3.285
2024-09-07 23:00:00,3.248,8.978,3.277
2024-09-08 00:00:00,3.243,8.981,3.273
2024-09-08 01:00:00,3.237,8.982,3.265
2024-09-08 02:00:00,3.239,8.984,3.264
2024-09-08 03:00:00,3.248,8.992,3.273
2024-09-08 04:00:00,3.261,8.989,3.285
2024-09-08 05:00:00,3.268,8.987,3.296
2024-09-08 06:00:00,3.278,8.984,3.306
2024-09-08 07:00:00,3.271,8.982,3.298
2024-09-08 08:00:00,3.264,8.979,3.29
2024-09-08 09:00:00,3.271,8.977,3.298
2024-09-08 10:00:00,3.266,8.976,3.297
2024-09-08 11:00:00,3.256,8.975,3.284
2024-09-08 12:00:00,3.254,8.975,3.278
2024-09-08 13:00:00,3.255,8.978,3.283
2024-09-08 14:00:00,3.274,8.985,3.292
2024-09-08 15:00:00,3.336,8.985,3.359
2024-09-08 16:00:00,3.348,8.982,3.377
2024-09-08 17:00:00,3.346,8.976,3.374
2024-09-08 18:00:00,3.338,8.98,3.367
2024-09-08 19:00:00,3.324,8.983,3.359
2024-09-08 20:00:00,3.313,9.001,3.342
2024-09-08 21:00:00,3.305,9.011,3.332
2024-09-08 22:00:00,3.292,9.033,3.321
2024-09-08 23:00:00,3.272,9.073,3.305
2024-09-09 00:00:00,3.254,9.159,3.287
2024-09-09 01:00:00,3.242,9.178,3.271
2024-09-09 02:00:00,3.232,9.203,3.261
2024-09-09 03:00:00,3.226,8.901,3.254
2024-09-09 04:00:00,5.903,8.833,3.253
2024-09-09 05:00:00,10.811,8.833,10.788
2024-09-09 06:00:00,12.381,8.842,12.156
2024-09-09 07:00:00,13.703,8.692,13.215
2024-09-09 08:00:00,14.398,8.12,13.943
2024-09-09 09:00:00,14.728,7.986,13.867
2024-09-09 10:00:00,14.51,7.654,11.62
2024-09-09 11:00:00,14.744,7.662,13.233
2024-09-09 12:00:00,14.63,8.207,11.862
2024-09-09 13:00:00,14.364,8.48,11.414
2024-09-09 14:00:00,14.274,8.508,11.957
2024-09-09 15:00:00,14.266,8.512,11.385
2024-09-09 16:00:00,14.346,8.503,11.318
2024-09-09 17:00:00,14.494,8.663,11.871
2024-09-09 18:00:00,14.554,8.635,11.98
2024-09-09 19:00:00,13.29,8.273,11.178
2024-09-09 20:00:00,11.765,8.359,10.632
2024-09-09 21:00:00,11.456,8.398,10.583
2024-09-09 22:00:00,11.627,8.618,10.863
2024-09-09 23:00:00,11.497,11.034,11.05
2024-09-10 00:00:00,11.576,12.127,10.922
2024-09-10 01:00:00,11.731,12.873,11.288
2024-09-10 02:00:00,11.368,13.136,10.832
2024-09-10 03:00:00,10.888,13.298,10.796
2024-09-10 04:00:00,10.553,14.098,10.363
2024-09-10 05:00:00,11.394,16.997,10.384
2024-09-10 06:00:00,12.052,18.626,10.432
2024-09-10 07:00:00,12.351,19.702,10.36
2024-09-10 08:00:00,12.533,20.864,10.618
2024-09-10 09:00:00,12.922,22.409,11.34
2024-09-10 10:00:00,13.222,23.635,11.907
2024-09-10 11:00:00,13.421,23.831,12.049
2024-09-10 12:00:00,13.47,23.815,12.189
2024-09-10 13:00:00,13.579,24.237,11.945
2024-09-10 14:00:00,13.666,24.1,12.401
2024-09-10 15:00:00,13.638,23.846,12.315
2024-09-10 16:00:00,13.706,24.247,12.31
2024-09-10 17:00:00,12.182,23.758,11.971
2024-09-10 18:00:00,10.668,21.337,11.359
2024-09-10 19:00:00,9.984,19.425,10.786
2024-09-10 20:00:00,9.662,18.702,10.715
2024-09-10 21:00:00,9.453,18.149,10.595
2024-09-10 22:00:00,9.347,17.934,10.444
2024-09-10 23:00:00,9.286,17.504,10.462
2024-09-11 00:00:00,9.524,16.21,10.486
2024-09-11 01:00:00,10.794,16.21,10.615
2024-09-11 02:00:00,11.754,16.21,11.163
2024-09-11 03:00:00,12.643,16.21,12.575
2024-09-11 04:00:00,13.19,,12.291
2024-09-11 05:00:00,13.219,,11.817
2024-09-11 06:00:00,13.19,,11.288
2024-09-11 07:00:00,13.08,,11.753
2024-09-11 08:00:00,12.848,,11.245
2024-09-11 09:00:00,12.901,,11.715
2024-09-11 10:00:00,13.334,,11.854
2024-09-11 11:00:00,13.654,,12.187
2024-09-11 12:00:00,13.436,,11.588
2024-09-11 13:00:00,13.502,,11.681
2024-09-11 14:00:00,13.628,,12.817
2024-09-11 15:00:00,13.66,,12.117
2024-09-11 16:00:00,13.198,,11.863
2024-09-11 17:00:00,11.278,,11.528
2024-09-11 18:00:00,10.478,,10.87
2024-09-11 19:00:00,10.724,,10.974
2024-09-11 20:00:00,10.592,,10.831
2024-09-11 21:00:00,12.608,,11.691
2024-09-11 22:00:00,13.354,,12.025
2024-09-11 23:00:00,12.248,,12.227
2024-09-12 00:00:00,11.865,,12.374
2024-09-12 01:00:00,10.924,,12.227
2024-09-12 02:00:00,10.674,,11.859
2024-09-12 03:00:00,11.888,,12.571
2024-09-12 04:00:00,12.838,,12.951
2024-09-12 05:00:00,13.452,,13.111
2024-09-12 06:00:00,13.84,,13.82
2024-09-12 07:00:00,13.988,,14.07
2024-09-12 08:00:00,14.002,,13.907
2024-09-12 09:00:00,14.184,,14.159
2024-09-12 10:00:00,14.414,,14.204
2024-09-12 11:00:00,14.375,,14.404
2024-09-12 12:00:00,14.483,,14.544
2024-09-12 13:00:00,14.702,,14.495
2024-09-12 14:00:00,14.602,,14.489
2024-09-12 15:00:00,14.608,,14.459
2024-09-12 16:00:00,14.614,,14.51
2024-09-12 17:00:00,14.426,,14.458
2024-09-12 18:00:00,14.368,,13.887
2024-09-12 19:00:00,14.36,,14.208
2024-09-12 20:00:00,14.192,,14.065
2024-09-12 21:00:00,14.22,,14.269
2024-09-12 22:00:00,14.122,,14.097
2024-09-12 23:00:00,14.432,,13.085
2024-09-13 00:00:00,14.6,,13.805
2024-09-13 01:00:00,14.885,,14.222
2024-09-13 02:00:00,15.122,,14.073
2024-09-13 03:00:00,15.189,,12.205
2024-09-13 04:00:00,14.94,,11.68
2024-09-13 05:00:00,14.893,,13.356
2024-09-13 06:00:00,14.768,,14.393
2024-09-13 07:00:00,14.999,,14.199
2024-09-13 08:00:00,15.022,,14.267
2024-09-13 09:00:00,14.773,,14.775
2024-09-13 10:00:00,14.896,,14.394
2024-09-13 11:00:00,14.881,,14.515
2024-09-13 12:00:00,14.881,,14.573
2024-09-13 13:00:00,15.032,,13.539
2024-09-13 14:00:00,15.007,,13.19
2024-09-13 15:00:00,15.004,,13.925
2024-09-13 16:00:00,15.151,,14.611
2024-09-13 17:00:00,15.14,,14.464
2024-09-13 18:00:00,14.906,,14.153
2024-09-13 19:00:00,14.908,,14.542
2024-09-13 20:00:00,14.912,,14.514
2024-09-13 21:00:00,15.108,,14.769
2024-09-13 22:00:00,15.095,,14.764
2024-09-13 23:00:00,14.898,,14.764
2024-09-14 00:00:00,14.454,,14.764
2024-09-14 01:00:00,13.912,,14.764
2024-09-14 02:00:00,13.762,,
2024-09-14 03:00:00,13.913,,
2024-09-14 04:00:00,14.38,,
2024-09-14 05:00:00,14.608,,
2024-09-14 06:00:00,14.766,,
2024-09-14 07:00:00,14.765,,
2024-09-14 08:00:00,15.078,,
2024-09-14 09:00:00,15.425,,
2024-09-14 10:00:00,15.709,,
2024-09-14 11:00:00,15.816,,
2024-09-14 12:00:00,15.522,,
2024-09-14 13:00:00,15.17,,
2024-09-14 14:00:00,15.274,,
2024-09-14 15:00:00,15.099,,
2024-09-14 16:00:00,15.09,,
2024-09-14 17:00:00,15.103,,
2024-09-14 18:00:00,15.336,,
2024-09-14 19:00:00,15.386,,
2024-09-14 20:00:00,15.144,,
2024-09-14 21:00:00,14.73,,
2024-09-14 22:00:00,14.908,,
2024-09-14 23:00:00,14.329,,
2024-09-15 00:00:00,14.599,,
2024-09-15 01:00:00,15.174,,
2024-09-15 02:00:00,14.584,,
2024-09-15 03:00:00,13.193,,
2024-09-15 04:00:00,12.286,,
2024-09-15 05:00:00,13.175,,
2024-09-15 06:00:00,14.044,,
2024-09-15 07:00:00,14.578,,
2024-09-15 08:00:00,15.136,,
2024-09-15 09:00:00,15.239,,
2024-09-15 10:00:00,15.044,,
2024-09-15 11:00:00,15.657,,
2024-09-15 12:00:00,15.679,,
2024-09-15 13:00:00,15.343,,
2024-09-15 14:00:00,15.354,,
2024-09-15 15:00:00,15.572,,
2024-09-15 16:00:00,15.052,,
2024-09-15 17:00:00,14.755,,
2024-09-15 18:00:00,14.396,,
2024-09-15 19:00:00,14.314,,
2024-09-15 20:00:00,14.504,,
2024-09-15 21:00:00,14.34,,
2024-09-15 22:00:00,14.447,,
2024-09-15 23:00:00,14.396,,
2024-09-16 00:00:00,14.465,,
2024-09-16 01:00:00,13.766,,
2024-09-16 02:00:00,13.958,,
2024-09-16 03:00:00,13.914,,
2024-09-16 04:00:00,13.818,,
2024-09-16 05:00:00,13.72,,
2024-09-16 06:00:00,13.959,,
2024-09-16 07:00:00,14.334,,
2024-09-16 08:00:00,14.7,,
2024-09-16 09:00:00,14.772,,
2024-09-16 10:00:00,14.689,,
2024-09-16 11:00:00,13.844,,
2024-09-16 12:00:00,13.657,,
2024-09-16 13:00:00,13.775,,
2024-09-16 14:00:00,13.735,,
2024-09-16 15:00:00,13.73,,
2024-09-16 16:00:00,13.91,,
2024-09-16 17:00:00,13.792,,
2024-09-16 18:00:00,12.462,,
2024-09-16 19:00:00,13.426,,
2024-09-16 20:00:00,14.32,,
2024-09-16 21:00:00,14.234,,
2024-09-16 22:00:00,14.016,,
2024-09-16 23:00:00,13.534,,
2024-09-17 00:00:00,13.886,,
2024-09-17 01:00:00,14.459,,
2024-09-17 02:00:00,14.069,,
2024-09-17 03:00:00,14.164,,
2024-09-17 04:00:00,15.238,,
2024-09-17 05:00:00,15.962,,
2024-09-17 06:00:00,16.416,,
2024-09-17 07:00:00,16.536,,
2024-09-17 08:00:00,16.604,,
2024-09-17 09:00:00,16.654,,
2024-09-17 10:00:00,16.728,,
2024-09-17 11:00:00,16.7,,
2024-09-17 12:00:00,16.432,,
2024-09-17 13:00:00,16.073,,
2024-09-17 14:00:00,15.881,,
2024-09-17 15:00:00,15.779,,
2024-09-17 16:00:00,15.938,,
2024-09-17 17:00:00,15.715,,
2024-09-17 18:00:00,16.093,,
