time,24bspr2a_rcmsg_0052m,24bspr2a_s16_0001m,24bspr2a_s37_0053m
2024-05-21 17:00:00,2.148,2.745,2.175
2024-05-21 18:00:00,2.15,2.743,2.176
2024-05-21 19:00:00,2.141,2.753,2.173
2024-05-21 20:00:00,2.092,2.752,2.121
2024-05-21 21:00:00,2.002,2.727,2.06
2024-05-21 22:00:00,1.945,2.732,1.972
2024-05-21 23:00:00,1.941,2.7,1.964
2024-05-22 00:00:00,1.934,2.698,1.959
2024-05-22 01:00:00,1.937,2.711,1.96
2024-05-22 02:00:00,1.944,2.71,1.963
2024-05-22 03:00:00,1.938,2.718,1.965
2024-05-22 04:00:00,1.936,2.712,1.959
2024-05-22 05:00:00,2.015,2.717,2.002
2024-05-22 06:00:00,2.128,2.724,2.148
2024-05-22 07:00:00,2.141,2.71,2.165
2024-05-22 08:00:00,2.148,2.722,2.174
2024-05-22 09:00:00,2.151,2.722,2.176
2024-05-22 10:00:00,2.152,2.719,2.177
2024-05-22 11:00:00,2.156,2.705,2.179
2024-05-22 12:00:00,2.154,2.704,2.182
2024-05-22 13:00:00,2.156,2.695,2.184
2024-05-22 14:00:00,2.16,2.689,2.185
2024-05-22 15:00:00,2.164,2.69,2.187
2024-05-22 16:00:00,2.16,2.691,2.187
2024-05-22 17:00:00,2.16,2.687,2.188
2024-05-22 18:00:00,2.164,2.684,2.19
2024-05-22 19:00:00,2.162,2.686,2.19
2024-05-22 20:00:00,2.157,2.676,2.186
2024-05-22 21:00:00,2.142,2.656,2.173
2024-05-22 22:00:00,2.11,2.683,2.142
2024-05-22 23:00:00,2.033,2.691,2.048
2024-05-23 00:00:00,2.04,2.664,2.074
2024-05-23 01:00:00,2.082,2.651,2.093
2024-05-23 02:00:00,2.082,2.652,2.102
2024-05-23 03:00:00,2.088,2.681,2.114
2024-05-23 04:00:00,2.104,2.7,2.124
2024-05-23 05:00:00,2.124,2.711,2.146
2024-05-23 06:00:00,2.144,2.711,2.166
2024-05-23 07:00:00,2.161,2.7,2.182
2024-05-23 08:00:00,2.156,2.699,2.184
2024-05-23 09:00:00,2.154,2.708,2.184
2024-05-23 10:00:00,2.149,2.711,2.178
2024-05-23 11:00:00,2.148,2.712,2.174
2024-05-23 12:00:00,2.151,2.712,2.176
2024-05-23 13:00:00,2.158,2.711,2.182
2024-05-23 14:00:00,2.17,2.71,2.19
2024-05-23 15:00:00,2.176,2.712,2.2
2024-05-23 16:00:00,2.177,2.715,2.202
2024-05-23 17:00:00,2.177,2.72,2.203
2024-05-23 18:00:00,2.178,2.722,2.202
2024-05-23 19:00:00,2.172,2.721,2.199
2024-05-23 20:00:00,2.16,2.727,2.189
2024-05-23 21:00:00,2.118,2.731,2.158
2024-05-23 22:00:00,2.025,2.748,2.066
2024-05-23 23:00:00,1.972,2.758,1.99
2024-05-24 00:00:00,1.984,2.725,2.003
2024-05-24 01:00:00,1.984,2.701,2.003
2024-05-24 02:00:00,2.007,2.709,2.031
2024-05-24 03:00:00,2.035,2.726,2.039
2024-05-24 04:00:00,2.045,2.747,2.06
2024-05-24 05:00:00,2.08,2.766,2.095
2024-05-24 06:00:00,2.09,2.768,2.108
2024-05-24 07:00:00,2.112,2.775,2.133
2024-05-24 08:00:00,2.127,2.777,2.141
2024-05-24 09:00:00,2.138,2.776,2.166
2024-05-24 10:00:00,2.138,2.777,2.16
2024-05-24 11:00:00,2.138,2.778,2.163
2024-05-24 12:00:00,2.142,2.779,2.169
2024-05-24 13:00:00,2.149,2.778,2.172
2024-05-24 14:00:00,2.154,2.775,2.178
2024-05-24 15:00:00,2.162,2.771,2.187
2024-05-24 16:00:00,2.17,2.767,2.194
2024-05-24 17:00:00,2.176,2.767,2.2
2024-05-24 18:00:00,2.177,2.769,2.202
2024-05-24 19:00:00,2.178,2.764,2.203
2024-05-24 20:00:00,2.175,2.761,2.199
2024-05-24 21:00:00,2.146,2.762,2.178
2024-05-24 22:00:00,2.104,2.763,2.139
2024-05-24 23:00:00,2.046,2.76,2.081
2024-05-25 00:00:00,2.042,2.733,2.063
2024-05-25 01:00:00,2.04,2.642,2.064
2024-05-25 02:00:00,2.052,2.652,2.068
2024-05-25 03:00:00,2.072,2.663,2.096
2024-05-25 04:00:00,2.082,2.719,2.103
2024-05-25 05:00:00,2.088,2.75,2.112
2024-05-25 06:00:00,2.104,2.764,2.123
2024-05-25 07:00:00,2.128,2.764,2.15
2024-05-25 08:00:00,2.16,2.763,2.178
2024-05-25 09:00:00,2.17,2.763,2.195
2024-05-25 10:00:00,2.17,2.756,2.19
2024-05-25 11:00:00,2.168,2.75,2.193
2024-05-25 12:00:00,2.17,2.749,2.196
2024-05-25 13:00:00,2.174,2.748,2.201
2024-05-25 14:00:00,2.183,2.746,2.206
2024-05-25 15:00:00,2.186,2.74,2.212
2024-05-25 16:00:00,2.193,2.739,2.214
2024-05-25 17:00:00,2.192,2.739,2.217
2024-05-25 18:00:00,2.194,2.74,2.217
2024-05-25 19:00:00,2.195,2.743,2.219
2024-05-25 20:00:00,2.2,2.758,2.225
2024-05-25 21:00:00,2.2,2.771,2.23
2024-05-25 22:00:00,2.178,2.768,2.21
2024-05-25 23:00:00,2.134,2.74,2.168
2024-05-26 00:00:00,2.094,2.673,2.132
2024-05-26 01:00:00,2.054,2.7,2.09
2024-05-26 02:00:00,2.021,2.755,2.042
2024-05-26 03:00:00,2.009,2.773,2.033
2024-05-26 04:00:00,2.01,2.778,2.029
2024-05-26 05:00:00,2.006,2.758,2.037
2024-05-26 06:00:00,2.036,2.734,2.048
2024-05-26 07:00:00,2.089,2.703,2.096
2024-05-26 08:00:00,2.129,2.69,2.141
2024-05-26 09:00:00,2.181,2.698,2.187
2024-05-26 10:00:00,2.2,2.697,2.224
2024-05-26 11:00:00,2.2,2.695,2.226
2024-05-26 12:00:00,2.198,2.687,2.222
2024-05-26 13:00:00,2.204,2.68,2.222
2024-05-26 14:00:00,2.22,2.67,2.238
2024-05-26 15:00:00,2.252,2.654,2.283
2024-05-26 16:00:00,2.248,2.65,2.262
2024-05-26 17:00:00,2.304,2.65,2.267
2024-05-26 18:00:00,2.268,2.644,2.272
2024-05-26 19:00:00,2.293,2.641,2.252
2024-05-26 20:00:00,2.281,2.637,2.291
2024-05-26 21:00:00,2.327,2.637,2.486
2024-05-26 22:00:00,2.302,2.626,2.391
2024-05-26 23:00:00,2.335,2.635,2.253
2024-05-27 00:00:00,2.197,2.67,2.249
2024-05-27 01:00:00,2.13,2.745,2.14
2024-05-27 02:00:00,2.247,2.817,2.159
2024-05-27 03:00:00,2.514,2.849,2.183
2024-05-27 04:00:00,2.066,2.846,2.084
2024-05-27 05:00:00,2.136,2.829,2.148
2024-05-27 06:00:00,2.302,2.803,2.097
2024-05-27 07:00:00,2.241,2.756,2.166
2024-05-27 08:00:00,2.258,2.707,2.241
2024-05-27 09:00:00,2.27,2.659,2.268
2024-05-27 10:00:00,2.275,2.632,2.266
2024-05-27 11:00:00,2.297,2.621,2.34
2024-05-27 12:00:00,2.381,2.624,2.333
2024-05-27 13:00:00,2.367,2.624,2.336
2024-05-27 14:00:00,2.292,2.622,2.302
2024-05-27 15:00:00,2.334,2.619,2.384
2024-05-27 16:00:00,2.335,2.616,2.325
2024-05-27 17:00:00,2.356,2.622,2.338
2024-05-27 18:00:00,2.346,2.641,2.329
2024-05-27 19:00:00,2.338,2.675,2.336
2024-05-27 20:00:00,2.351,2.73,2.348
2024-05-27 21:00:00,2.314,2.813,2.319
2024-05-27 22:00:00,2.323,2.922,2.34
2024-05-27 23:00:00,2.302,3.05,2.312
2024-05-28 00:00:00,2.276,3.1,2.303
2024-05-28 01:00:00,2.208,3.274,2.237
2024-05-28 02:00:00,2.122,3.456,2.155
2024-05-28 03:00:00,2.108,3.483,2.13
2024-05-28 04:00:00,2.11,3.265,2.116
2024-05-28 05:00:00,2.096,3.187,2.116
2024-05-28 06:00:00,2.085,3.344,2.112
2024-05-28 07:00:00,2.103,3.114,2.123
2024-05-28 08:00:00,2.144,2.98,2.155
2024-05-28 09:00:00,2.21,2.856,2.216
2024-05-28 10:00:00,2.259,2.8,2.277
2024-05-28 11:00:00,2.283,2.767,2.307
2024-05-28 12:00:00,2.29,2.74,2.31
2024-05-28 13:00:00,2.306,2.727,2.334
2024-05-28 14:00:00,2.306,2.723,2.336
2024-05-28 15:00:00,2.308,2.725,2.319
2024-05-28 16:00:00,2.3,2.724,2.322
2024-05-28 17:00:00,2.316,2.717,2.33
2024-05-28 18:00:00,2.318,2.722,2.328
2024-05-28 19:00:00,2.317,2.733,2.343
2024-05-28 20:00:00,2.332,2.745,2.348
2024-05-28 21:00:00,2.332,2.761,2.352
2024-05-28 22:00:00,2.328,2.795,2.345
2024-05-28 23:00:00,2.31,2.787,2.333
2024-05-29 00:00:00,2.29,2.797,2.316
2024-05-29 01:00:00,2.263,2.832,2.302
2024-05-29 02:00:00,2.16,3.015,2.226
2024-05-29 03:00:00,2.106,3.115,2.138
2024-05-29 04:00:00,2.08,3.154,2.113
2024-05-29 05:00:00,2.058,3.165,2.086
2024-05-29 06:00:00,2.053,3.107,2.075
2024-05-29 07:00:00,2.076,3.03,2.09
2024-05-29 08:00:00,2.112,3.13,2.131
2024-05-29 09:00:00,2.163,2.972,2.16
2024-05-29 10:00:00,2.243,2.91,2.251
2024-05-29 11:00:00,2.289,2.906,2.302
2024-05-29 12:00:00,2.3,2.896,2.319
2024-05-29 13:00:00,2.303,2.892,2.33
2024-05-29 14:00:00,2.308,2.885,2.325
2024-05-29 15:00:00,2.314,2.887,2.343
2024-05-29 16:00:00,2.306,2.899,2.323
2024-05-29 17:00:00,2.308,2.922,2.332
2024-05-29 18:00:00,2.315,2.981,2.34
2024-05-29 19:00:00,2.337,3.024,2.363
2024-05-29 20:00:00,2.348,3.091,2.375
2024-05-29 21:00:00,2.365,3.299,2.381
2024-05-29 22:00:00,2.369,3.72,2.394
2024-05-29 23:00:00,2.367,3.962,2.392
2024-05-30 00:00:00,2.358,3.812,2.383
2024-05-30 01:00:00,2.332,4.121,2.363
2024-05-30 02:00:00,2.262,4.246,2.294
2024-05-30 03:00:00,2.166,3.755,2.217
2024-05-30 04:00:00,2.118,4.0,2.132
2024-05-30 05:00:00,2.131,3.782,2.156
2024-05-30 06:00:00,2.146,3.595,2.168
2024-05-30 07:00:00,2.156,3.462,2.178
2024-05-30 08:00:00,2.192,3.385,2.212
2024-05-30 09:00:00,2.22,3.384,2.223
2024-05-30 10:00:00,2.306,3.364,2.312
2024-05-30 11:00:00,2.332,3.341,2.343
2024-05-30 12:00:00,2.356,3.351,2.365
2024-05-30 13:00:00,2.346,3.297,2.366
2024-05-30 14:00:00,2.338,3.233,2.36
2024-05-30 15:00:00,2.339,3.234,2.36
2024-05-30 16:00:00,2.327,3.243,2.354
2024-05-30 17:00:00,2.32,3.265,2.345
2024-05-30 18:00:00,2.314,3.34,2.338
2024-05-30 19:00:00,2.328,3.446,2.352
2024-05-30 20:00:00,2.351,3.557,2.37
2024-05-30 21:00:00,2.371,3.569,2.394
2024-05-30 22:00:00,2.383,3.567,2.407
2024-05-30 23:00:00,2.391,3.61,2.413
2024-05-31 00:00:00,2.387,3.753,2.415
2024-05-31 01:00:00,2.37,3.903,2.396
2024-05-31 02:00:00,2.34,4.014,2.376
2024-05-31 03:00:00,2.28,4.077,2.31
2024-05-31 04:00:00,2.244,4.171,2.296
2024-05-31 05:00:00,2.201,4.152,2.222
2024-05-31 06:00:00,2.165,4.182,2.196
2024-05-31 07:00:00,2.149,4.187,2.169
2024-05-31 08:00:00,2.16,4.184,2.183
2024-05-31 09:00:00,2.252,4.156,2.218
2024-05-31 10:00:00,2.34,4.12,2.357
2024-05-31 11:00:00,2.37,4.079,2.389
2024-05-31 12:00:00,2.387,3.957,2.411
2024-05-31 13:00:00,2.391,3.921,2.419
2024-05-31 14:00:00,2.369,3.879,2.396
2024-05-31 15:00:00,2.356,3.839,2.382
2024-05-31 16:00:00,2.348,3.777,2.374
2024-05-31 17:00:00,2.331,3.723,2.36
2024-05-31 18:00:00,2.314,3.727,2.342
2024-05-31 19:00:00,2.308,3.748,2.336
2024-05-31 20:00:00,2.314,3.818,2.336
2024-05-31 21:00:00,2.339,3.904,2.355
2024-05-31 22:00:00,2.374,3.963,2.393
2024-05-31 23:00:00,2.39,3.905,2.413
2024-06-01 00:00:00,2.398,3.882,2.425
2024-06-01 01:00:00,2.396,3.883,2.426
2024-06-01 02:00:00,2.383,3.877,2.41
2024-06-01 03:00:00,2.351,3.888,2.38
2024-06-01 04:00:00,2.316,3.938,2.343
2024-06-01 05:00:00,2.296,3.995,2.325
2024-06-01 06:00:00,2.242,3.975,2.268
2024-06-01 07:00:00,2.2,3.929,2.224
2024-06-01 08:00:00,2.202,4.024,2.213
2024-06-01 09:00:00,2.276,3.98,2.29
2024-06-01 10:00:00,2.327,3.906,2.339
2024-06-01 11:00:00,2.374,3.916,2.396
2024-06-01 12:00:00,2.391,3.91,2.421
2024-06-01 13:00:00,2.389,3.908,2.411
2024-06-01 14:00:00,2.391,3.87,2.415
2024-06-01 15:00:00,2.372,3.855,2.401
2024-06-01 16:00:00,2.357,3.878,2.386
2024-06-01 17:00:00,2.351,3.912,2.374
2024-06-01 18:00:00,2.342,3.965,2.372
2024-06-01 19:00:00,2.327,3.995,2.356
2024-06-01 20:00:00,2.31,4.07,2.337
2024-06-01 21:00:00,2.3,4.151,2.324
2024-06-01 22:00:00,2.315,4.246,2.341
2024-06-01 23:00:00,2.35,4.331,2.365
2024-06-02 00:00:00,2.386,4.429,2.412
2024-06-02 01:00:00,2.396,4.577,2.422
2024-06-02 02:00:00,2.383,4.626,2.418
2024-06-02 03:00:00,2.366,4.639,2.393
2024-06-02 04:00:00,2.347,4.623,2.377
2024-06-02 05:00:00,2.336,4.579,2.362
2024-06-02 06:00:00,2.34,4.553,2.362
2024-06-02 07:00:00,2.344,4.507,2.368
2024-06-02 08:00:00,2.338,4.489,2.365
2024-06-02 09:00:00,2.327,4.545,2.354
2024-06-02 10:00:00,2.322,4.539,2.345
2024-06-02 11:00:00,2.353,4.526,2.371
2024-06-02 12:00:00,2.377,4.446,2.402
2024-06-02 13:00:00,2.38,4.461,2.406
2024-06-02 14:00:00,2.38,4.462,2.4
2024-06-02 15:00:00,2.396,4.454,2.415
2024-06-02 16:00:00,2.415,4.446,2.439
2024-06-02 17:00:00,2.409,4.454,2.437
2024-06-02 18:00:00,2.393,4.529,2.418
2024-06-02 19:00:00,2.372,4.555,2.394
2024-06-02 20:00:00,2.343,4.634,2.374
2024-06-02 21:00:00,2.292,4.78,2.326
2024-06-02 22:00:00,2.271,4.83,2.285
2024-06-02 23:00:00,2.315,5.021,2.33
2024-06-03 00:00:00,2.325,5.077,2.351
2024-06-03 01:00:00,2.349,5.18,2.365
2024-06-03 02:00:00,2.372,5.224,2.387
2024-06-03 03:00:00,2.364,5.307,2.391
2024-06-03 04:00:00,2.36,5.253,2.382
2024-06-03 05:00:00,2.386,5.072,2.404
2024-06-03 06:00:00,2.42,4.834,2.436
2024-06-03 07:00:00,2.437,4.79,2.468
2024-06-03 08:00:00,2.434,4.711,2.458
2024-06-03 09:00:00,2.421,4.611,2.45
2024-06-03 10:00:00,2.401,4.578,2.424
2024-06-03 11:00:00,2.375,4.506,2.401
2024-06-03 12:00:00,2.386,4.405,2.402
2024-06-03 13:00:00,2.416,4.334,2.439
2024-06-03 14:00:00,2.439,4.158,2.457
2024-06-03 15:00:00,2.482,4.007,2.501
2024-06-03 16:00:00,2.518,3.923,2.537
2024-06-03 17:00:00,2.578,3.895,2.59
2024-06-03 18:00:00,2.574,3.741,2.598
2024-06-03 19:00:00,2.558,3.879,2.588
2024-06-03 20:00:00,2.529,3.798,2.537
2024-06-03 21:00:00,2.448,3.808,2.486
2024-06-03 22:00:00,2.373,3.918,2.406
2024-06-03 23:00:00,2.36,3.956,2.396
2024-06-04 00:00:00,2.35,3.977,2.38
2024-06-04 01:00:00,2.362,3.938,2.379
2024-06-04 02:00:00,2.391,3.856,2.414
2024-06-04 03:00:00,2.39,3.721,2.408
2024-06-04 04:00:00,2.414,3.626,2.429
2024-06-04 05:00:00,2.472,3.54,2.489
2024-06-04 06:00:00,2.524,3.553,2.522
2024-06-04 07:00:00,2.564,3.57,2.579
2024-06-04 08:00:00,2.558,3.566,2.582
2024-06-04 09:00:00,2.546,3.558,2.582
2024-06-04 10:00:00,2.526,3.53,2.549
2024-06-04 11:00:00,2.548,3.535,2.572
2024-06-04 12:00:00,2.571,3.538,2.592
2024-06-04 13:00:00,2.624,3.468,2.64
2024-06-04 14:00:00,2.656,3.379,2.681
2024-06-04 15:00:00,2.665,3.31,2.686
2024-06-04 16:00:00,2.672,3.282,2.694
2024-06-04 17:00:00,2.678,3.305,2.704
2024-06-04 18:00:00,2.67,3.383,2.697
2024-06-04 19:00:00,2.646,3.46,2.682
2024-06-04 20:00:00,2.55,3.512,2.59
2024-06-04 21:00:00,2.464,3.532,2.486
2024-06-04 22:00:00,2.403,3.538,2.437
2024-06-04 23:00:00,2.403,3.608,2.425
2024-06-05 00:00:00,2.436,3.632,2.451
2024-06-05 01:00:00,2.474,3.619,2.505
2024-06-05 02:00:00,2.498,3.547,2.52
2024-06-05 03:00:00,2.5,3.484,2.526
2024-06-05 04:00:00,2.464,3.443,2.482
2024-06-05 05:00:00,2.472,3.464,2.485
2024-06-05 06:00:00,2.558,3.476,2.567
2024-06-05 07:00:00,2.602,3.5,2.621
2024-06-05 08:00:00,2.614,3.505,2.63
2024-06-05 09:00:00,2.617,3.498,2.64
2024-06-05 10:00:00,2.608,3.494,2.636
2024-06-05 11:00:00,2.601,3.494,2.618
2024-06-05 12:00:00,2.607,3.486,2.63
2024-06-05 13:00:00,2.641,3.473,2.66
2024-06-05 14:00:00,2.656,3.442,2.686
2024-06-05 15:00:00,2.656,3.404,2.683
2024-06-05 16:00:00,2.67,3.353,2.693
2024-06-05 17:00:00,2.67,3.34,2.696
2024-06-05 18:00:00,2.673,3.388,2.701
2024-06-05 19:00:00,2.672,3.43,2.695
2024-06-05 20:00:00,2.569,3.53,2.627
2024-06-05 21:00:00,2.456,3.576,2.488
2024-06-05 22:00:00,2.433,3.672,2.465
2024-06-05 23:00:00,2.423,3.759,2.45
2024-06-06 00:00:00,2.412,3.817,2.444
2024-06-06 01:00:00,2.428,3.867,2.445
2024-06-06 02:00:00,2.473,3.91,2.486
2024-06-06 03:00:00,2.49,3.884,2.518
2024-06-06 04:00:00,2.51,3.817,2.532
2024-06-06 05:00:00,2.516,3.782,2.537
2024-06-06 06:00:00,2.494,3.678,2.529
2024-06-06 07:00:00,2.49,3.665,2.507
2024-06-06 08:00:00,2.574,3.667,2.57
2024-06-06 09:00:00,2.617,3.688,2.641
2024-06-06 10:00:00,2.618,3.688,2.637
2024-06-06 11:00:00,2.624,3.666,2.638
2024-06-06 12:00:00,2.62,3.62,2.652
2024-06-06 13:00:00,2.637,3.593,2.656
2024-06-06 14:00:00,2.649,3.545,2.673
2024-06-06 15:00:00,2.668,3.485,2.692
2024-06-06 16:00:00,2.673,3.42,2.701
2024-06-06 17:00:00,2.684,3.391,2.71
2024-06-06 18:00:00,2.69,3.39,2.718
2024-06-06 19:00:00,2.675,3.425,2.709
2024-06-06 20:00:00,2.598,3.437,2.636
2024-06-06 21:00:00,2.525,3.544,2.539
2024-06-06 22:00:00,2.476,3.667,2.522
2024-06-06 23:00:00,2.474,3.71,2.494
2024-06-07 00:00:00,2.41,3.695,2.435
2024-06-07 01:00:00,2.432,3.776,2.455
2024-06-07 02:00:00,2.454,3.9,2.475
2024-06-07 03:00:00,2.454,3.974,2.483
2024-06-07 04:00:00,2.457,3.933,2.485
2024-06-07 05:00:00,2.458,3.833,2.487
2024-06-07 06:00:00,2.466,3.74,2.488
2024-06-07 07:00:00,2.478,3.649,2.491
2024-06-07 08:00:00,2.526,3.584,2.548
2024-06-07 09:00:00,2.542,3.541,2.564
2024-06-07 10:00:00,2.57,3.563,2.593
2024-06-07 11:00:00,2.569,3.613,2.591
2024-06-07 12:00:00,2.572,3.616,2.583
2024-06-07 13:00:00,2.563,3.599,2.591
2024-06-07 14:00:00,2.57,3.576,2.592
2024-06-07 15:00:00,2.588,3.551,2.61
2024-06-07 16:00:00,2.606,3.519,2.63
2024-06-07 17:00:00,2.626,3.464,2.649
2024-06-07 18:00:00,2.634,3.457,2.663
2024-06-07 19:00:00,2.636,3.449,2.664
2024-06-07 20:00:00,2.596,3.476,2.636
2024-06-07 21:00:00,2.527,3.54,2.552
2024-06-07 22:00:00,2.52,3.61,2.562
2024-06-07 23:00:00,2.492,3.691,2.517
2024-06-08 00:00:00,2.4,3.799,2.448
2024-06-08 01:00:00,2.324,3.8,2.369
2024-06-08 02:00:00,2.286,3.817,2.306
2024-06-08 03:00:00,2.353,3.815,2.387
2024-06-08 04:00:00,2.356,3.812,2.39
2024-06-08 05:00:00,2.403,3.776,2.396
2024-06-08 06:00:00,2.475,3.732,2.502
2024-06-08 07:00:00,2.483,3.667,2.499
2024-06-08 08:00:00,2.532,3.609,2.542
2024-06-08 09:00:00,2.554,3.559,2.572
2024-06-08 10:00:00,2.572,3.519,2.599
2024-06-08 11:00:00,2.578,3.522,2.604
2024-06-08 12:00:00,2.579,3.55,2.608
2024-06-08 13:00:00,2.582,3.569,2.606
2024-06-08 14:00:00,2.591,3.579,2.613
2024-06-08 15:00:00,2.609,3.533,2.63
2024-06-08 16:00:00,2.636,3.511,2.657
2024-06-08 17:00:00,2.668,3.506,2.686
2024-06-08 18:00:00,2.686,3.499,2.709
2024-06-08 19:00:00,2.695,3.516,2.724
2024-06-08 20:00:00,2.682,3.548,2.712
2024-06-08 21:00:00,2.649,3.61,2.684
2024-06-08 22:00:00,2.593,3.657,2.634
2024-06-08 23:00:00,2.552,3.702,2.576
2024-06-09 00:00:00,2.504,3.802,2.538
2024-06-09 01:00:00,2.447,3.894,2.484
2024-06-09 02:00:00,2.37,3.888,2.405
2024-06-09 03:00:00,2.325,3.879,2.35
2024-06-09 04:00:00,2.313,3.872,2.334
2024-06-09 05:00:00,2.343,3.871,2.354
2024-06-09 06:00:00,2.405,3.864,2.39
2024-06-09 07:00:00,2.496,3.838,2.518
2024-06-09 08:00:00,2.558,3.778,2.568
2024-06-09 09:00:00,2.592,3.73,2.61
2024-06-09 10:00:00,2.61,3.7,2.638
2024-06-09 11:00:00,2.629,3.704,2.64
2024-06-09 12:00:00,2.676,3.737,2.702
2024-06-09 13:00:00,2.676,3.748,2.696
2024-06-09 14:00:00,2.662,3.762,2.688
2024-06-09 15:00:00,2.652,3.743,2.681
2024-06-09 16:00:00,2.644,3.73,2.669
2024-06-09 17:00:00,2.655,3.726,2.675
2024-06-09 18:00:00,2.665,3.707,2.692
2024-06-09 19:00:00,2.68,3.731,2.703
2024-06-09 20:00:00,2.681,3.776,2.704
2024-06-09 21:00:00,2.665,3.805,2.698
2024-06-09 22:00:00,2.64,3.905,2.669
2024-06-09 23:00:00,2.614,3.992,2.643
2024-06-10 00:00:00,2.606,4.06,2.638
2024-06-10 01:00:00,2.586,4.098,2.616
2024-06-10 02:00:00,2.558,4.083,2.584
2024-06-10 03:00:00,2.534,4.07,2.568
2024-06-10 04:00:00,2.518,4.091,2.544
2024-06-10 05:00:00,2.516,4.079,2.541
2024-06-10 06:00:00,2.494,4.063,2.526
2024-06-10 07:00:00,2.498,4.063,2.504
2024-06-10 08:00:00,2.566,4.044,2.579
2024-06-10 09:00:00,2.64,3.986,2.655
2024-06-10 10:00:00,2.632,3.955,2.662
2024-06-10 11:00:00,2.644,3.927,2.663
2024-06-10 12:00:00,2.665,3.917,2.694
2024-06-10 13:00:00,2.658,3.918,2.684
2024-06-10 14:00:00,2.653,3.927,2.676
2024-06-10 15:00:00,2.66,3.941,2.685
2024-06-10 16:00:00,2.656,3.949,2.679
2024-06-10 17:00:00,2.659,3.946,2.682
2024-06-10 18:00:00,2.672,3.955,2.693
2024-06-10 19:00:00,2.698,3.991,2.721
2024-06-10 20:00:00,2.71,4.024,2.737
2024-06-10 21:00:00,2.714,4.094,2.739
2024-06-10 22:00:00,2.702,4.189,2.731
2024-06-10 23:00:00,2.691,4.208,2.722
2024-06-11 00:00:00,2.654,4.324,2.693
2024-06-11 01:00:00,2.593,4.45,2.624
2024-06-11 02:00:00,2.582,4.448,2.605
2024-06-11 03:00:00,2.568,4.49,2.595
2024-06-11 04:00:00,2.524,4.544,2.558
2024-06-11 05:00:00,2.479,4.556,2.513
2024-06-11 06:00:00,2.483,4.524,2.493
2024-06-11 07:00:00,2.565,4.488,2.565
2024-06-11 08:00:00,2.651,4.509,2.671
2024-06-11 09:00:00,2.7,4.496,2.718
2024-06-11 10:00:00,2.718,4.472,2.746
2024-06-11 11:00:00,2.708,4.443,2.739
2024-06-11 12:00:00,2.692,4.424,2.726
2024-06-11 13:00:00,2.686,4.406,2.712
2024-06-11 14:00:00,2.674,4.401,2.705
2024-06-11 15:00:00,2.671,4.411,2.7
2024-06-11 16:00:00,2.672,4.425,2.698
2024-06-11 17:00:00,2.687,4.438,2.707
2024-06-11 18:00:00,2.712,4.449,2.73
2024-06-11 19:00:00,2.728,4.47,2.754
2024-06-11 20:00:00,2.738,4.507,2.764
2024-06-11 21:00:00,2.742,4.577,2.768
2024-06-11 22:00:00,2.744,4.583,2.771
2024-06-11 23:00:00,2.743,4.593,2.77
2024-06-12 00:00:00,2.736,4.629,2.764
2024-06-12 01:00:00,2.724,4.646,2.754
2024-06-12 02:00:00,2.702,4.647,2.734
2024-06-12 03:00:00,2.625,4.637,2.68
2024-06-12 04:00:00,2.558,4.623,2.589
2024-06-12 05:00:00,2.556,4.6,2.584
2024-06-12 06:00:00,2.536,4.575,2.567
2024-06-12 07:00:00,2.588,4.556,2.561
2024-06-12 08:00:00,2.692,4.565,2.71
2024-06-12 09:00:00,2.704,4.547,2.735
2024-06-12 10:00:00,2.716,4.541,2.737
2024-06-12 11:00:00,2.74,4.52,2.763
2024-06-12 12:00:00,2.75,4.503,2.775
2024-06-12 13:00:00,2.752,4.489,2.776
2024-06-12 14:00:00,2.728,4.471,2.76
2024-06-12 15:00:00,2.712,4.464,2.747
2024-06-12 16:00:00,2.693,4.463,2.724
2024-06-12 17:00:00,2.694,4.467,2.72
2024-06-12 18:00:00,2.715,4.471,2.738
2024-06-12 19:00:00,2.732,4.476,2.757
2024-06-12 20:00:00,2.736,4.487,2.764
2024-06-12 21:00:00,2.744,4.517,2.768
2024-06-12 22:00:00,2.75,4.56,2.774
2024-06-12 23:00:00,2.749,4.605,2.776
2024-06-13 00:00:00,2.744,4.676,2.776
2024-06-13 01:00:00,2.736,4.716,2.765
2024-06-13 02:00:00,2.722,4.672,2.751
2024-06-13 03:00:00,2.684,4.664,2.724
2024-06-13 04:00:00,2.607,4.723,2.643
2024-06-13 05:00:00,2.586,4.748,2.615
2024-06-13 06:00:00,2.583,4.768,2.611
2024-06-13 07:00:00,2.588,4.766,2.606
2024-06-13 08:00:00,2.659,4.751,2.666
2024-06-13 09:00:00,2.717,4.724,2.739
2024-06-13 10:00:00,2.724,4.705,2.748
2024-06-13 11:00:00,2.734,4.72,2.758
2024-06-13 12:00:00,2.742,4.75,2.767
2024-06-13 13:00:00,2.696,4.753,2.74
2024-06-13 14:00:00,2.68,4.733,2.705
2024-06-13 15:00:00,2.7,4.724,2.726
2024-06-13 16:00:00,2.69,4.725,2.731
2024-06-13 17:00:00,2.673,4.715,2.701
2024-06-13 18:00:00,2.668,4.703,2.695
2024-06-13 19:00:00,2.663,4.678,2.691
2024-06-13 20:00:00,2.68,4.696,2.701
2024-06-13 21:00:00,2.716,4.731,2.736
2024-06-13 22:00:00,2.728,4.789,2.753
